index,filename,reduced_formula,full_formula,num_sites,status,r_val,quality_tag,temperature,pressure,sgr,is_polymorph,polymorph_count,sg_number,refined_sg_number,refined_sg_symbol,is_organic,prototype
62,100081.cif,SiO2,Si4+16 O2-32,48,success,0.024,,,,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
169,100199.cif,SiO2,Si4+24 O2-48,72,success,0.082,,,,P212121,True,558.0,19.0,19.0,P2_12_12_1,False,Fluorite/Rutile
324,100341.cif,SiO2,Si4+3 O2-6,9,success,0.016,Q,293.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
771,10078.cif,SiO2,Si4+2 O2-4,6,success,0.015,Q,293.0,0.101325,P42/MNM,True,558.0,136.0,136.0,P4_2/mnm,False,Fluorite/Rutile
9556,1109.cif,SiO2,Si4+48 O2-96,144,success,0.076,Q,293.0,0.101325,C1C1,True,558.0,9.0,9.0,Cc,False,Fluorite/Rutile
10307,1440.cif,SiO2,Si4+320 O2-640,960,success,0.064,,293.0,0.101325,F1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
11430,151108.cif,SiO2,Si4+12 O2-24,36,success,,Q,293.0,0.101325,I12/A1,True,558.0,,15.0,C2/c,False,Fluorite/Rutile
12663,152295.cif,SiO2,Si4+18 O2-36,54,success,0.028,Q,293.0,0.101325,P12/C1,True,558.0,13.0,13.0,P2/c,False,Fluorite/Rutile
12830,152448.cif,SiO2,Si4+108 O2-216,324,success,,,293.0,0.101325,P6/MMM,True,558.0,191.0,191.0,P6/mmm,False,Fluorite/Rutile
13662,15321.cif,SiO2,Si4+8 O2-16,24,success,0.086,,493.0,0.101325,C2221,True,558.0,20.0,20.0,C222_1,False,Fluorite/Rutile
13714,153257.cif,SiO2,Si4+32 O2-64,96,success,0.047,Q,293.0,0.101325,I41/AMDZ,True,558.0,141.0,141.0,I4_1/amd,False,Fluorite/Rutile
13796,153334.cif,SiO2,Si4+72 O2-144,216,success,0.009,,293.0,0.101325,PMMM,True,558.0,47.0,47.0,Pmmm,False,Fluorite/Rutile
13798,153336.cif,SiO2,Si4+144 O2-288,432,success,0.006,,293.0,0.101325,CMMM,True,558.0,65.0,65.0,Cmmm,False,Fluorite/Rutile
14397,153886.cif,SiO2,Si4+4 O2-8,12,success,0.0689,Q,293.0,0.101325,P41212,True,558.0,92.0,92.0,P4_12_12,False,Fluorite/Rutile
14859,154321.cif,SiO2,Si4+4 O2-8,12,success,0.0325,,,,P1121,True,558.0,4.0,4.0,P2_1,False,Fluorite/Rutile
15862,155241.cif,SiO2,Si4+3 O2-6,9,success,0.0843,,298.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
15865,155244.cif,SiO2,Si4+4 O2-8,12,success,0.0829,,873.0,0.101325,P41212,True,558.0,92.0,92.0,P4_12_12,False,Fluorite/Rutile
15869,155248.cif,SiO2,Si4+3 O2-6,9,success,0.0842,,473.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
15870,155249.cif,SiO2,Si4+3 O2-6,9,success,0.084,,673.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
15872,155250.cif,SiO2,Si4+3 O2-6,9,success,0.0829,,873.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
15873,155251.cif,SiO2,Si4+3 O2-6,9,success,0.0878,,1073.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
15874,155252.cif,SiO2,Si4+3 O2-6,9,success,0.0588,,1273.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
16340,155684.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,PMMNS,True,558.0,59.0,59.0,Pmmn,False,Fluorite/Rutile
19874,158958.cif,SiO2,Si4+4 O2-8,12,success,0.0088,,300.0,271000.0,PA3-,True,558.0,205.0,205.0,Pa-3,False,Fluorite/Rutile
21483,160441.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
22418,161310.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,PBCN,True,558.0,60.0,60.0,Pbcn,False,Fluorite/Rutile
23438,162246.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,I4-2D,True,558.0,122.0,122.0,I-42d,False,Fluorite/Rutile
23653,162441.cif,SiO2,Si4+24 O2-48,72,success,0.0662,,120.0,0.101325,CMC21,True,558.0,36.0,36.0,Cmc2_1,False,Fluorite/Rutile
23837,162616.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P213,True,558.0,198.0,198.0,P2_13,False,Fluorite/Rutile
23840,162619.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,I4-2D,True,558.0,122.0,122.0,I-42d,False,Fluorite/Rutile
23847,162625.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P41212,True,558.0,92.0,92.0,P4_12_12,False,Fluorite/Rutile
24505,163224.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,I4-M2,True,558.0,119.0,119.0,I-4m2,False,Fluorite/Rutile
25515,164159.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,I41/AMDZ,True,558.0,141.0,141.0,I4_1/amd,False,Fluorite/Rutile
25517,164160.cif,SiO2,Si4+56 O2-112,168,success,,,293.0,0.101325,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
27189,165687.cif,SiO2,Si4+84 O2-168,252,success,0.0658,Q,293.0,0.101325,P6/MMM,True,558.0,191.0,,,False,Fluorite/Rutile
28195,166601.cif,SiO2,Si4+3 O2-6,9,success,,,293.0,0.101325,P3221,True,558.0,154.0,154.0,P3_221,False,Fluorite/Rutile
29496,167786.cif,SiO2,Si4+36 O2-72,108,success,0.08,,293.0,0.101325,CMCM,True,558.0,63.0,63.0,Cmcm,False,Fluorite/Rutile
32319,170475.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,IM3-M,True,558.0,229.0,229.0,Im-3m,False,Fluorite/Rutile
32320,170476.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,FD3-MS,True,558.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
32321,170477.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,IA3-D,True,558.0,230.0,230.0,Ia-3d,False,Fluorite/Rutile
32322,170478.cif,SiO2,Si4+192 O2-384,576,success,,,293.0,0.101325,FD3-CS,True,558.0,228.0,228.0,Fd-3c,False,Fluorite/Rutile
32323,170479.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,IM3-M,True,558.0,229.0,229.0,Im-3m,False,Fluorite/Rutile
32325,170480.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,I41/AMDS,True,558.0,,141.0,I4_1/amd,False,Fluorite/Rutile
32326,170481.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P63/MMC,True,558.0,194.0,194.0,P6_3/mmc,False,Fluorite/Rutile
32327,170482.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,PM3-N,True,558.0,,223.0,Pm-3n,False,Fluorite/Rutile
32328,170483.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,PN3-MS,True,558.0,,224.0,Pn-3m,False,Fluorite/Rutile
32329,170484.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,IA3-D,True,558.0,230.0,230.0,Ia-3d,False,Fluorite/Rutile
32330,170485.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,FM3-M,True,558.0,225.0,225.0,Fm-3m,False,Fluorite/Rutile
32331,170486.cif,SiO2,Si4+36 O2-72,108,success,,,293.0,0.101325,R3-MH,True,558.0,,166.0,R-3m,False,Fluorite/Rutile
32332,170487.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,PM3-N,True,558.0,,223.0,Pm-3n,False,Fluorite/Rutile
32333,170488.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,PM3-N,True,558.0,,223.0,Pm-3n,False,Fluorite/Rutile
32334,170489.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P23,True,558.0,195.0,195.0,P23,False,Fluorite/Rutile
32336,170490.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,PM3-N,True,558.0,,223.0,Pm-3n,False,Fluorite/Rutile
32337,170492.cif,SiO2,Si4+36 O2-72,108,success,,,293.0,0.101325,R3-CH,True,558.0,,167.0,R-3c,False,Fluorite/Rutile
32338,170493.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,P63/MCM,True,558.0,193.0,193.0,P6_3/mcm,False,Fluorite/Rutile
32339,170494.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,C12/M1,True,558.0,12.0,12.0,C2/m,False,Fluorite/Rutile
32340,170495.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P3-1C,True,558.0,,163.0,P-31c,False,Fluorite/Rutile
32341,170496.cif,SiO2,Si4+6 O2-12,18,success,,,293.0,0.101325,P63/MMC,True,558.0,194.0,194.0,P6_3/mmc,False,Fluorite/Rutile
32342,170497.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,CMCM,True,558.0,63.0,63.0,Cmcm,False,Fluorite/Rutile
32343,170498.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,I4/MCM,True,558.0,140.0,140.0,I4/mcm,False,Fluorite/Rutile
32344,170499.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,I41/AMDS,True,558.0,,141.0,I4_1/amd,False,Fluorite/Rutile
32347,170500.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P42/MCM,True,558.0,,132.0,P4_2/mcm,False,Fluorite/Rutile
32348,170501.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,FDDDS,True,558.0,,70.0,Fddd,False,Fluorite/Rutile
32349,170502.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P4/NBMS,True,558.0,,125.0,P4/nbm,False,Fluorite/Rutile
32350,170503.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P4/NNCS,True,558.0,,126.0,P4/nnc,False,Fluorite/Rutile
32351,170504.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,F4132,True,558.0,210.0,210.0,F4_132,False,Fluorite/Rutile
32352,170505.cif,SiO2,Si4+192 O2-384,576,success,,,293.0,0.101325,FM3-C,True,558.0,226.0,226.0,Fm-3c,False,Fluorite/Rutile
32353,170506.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,I432,True,558.0,211.0,211.0,I432,False,Fluorite/Rutile
32354,170507.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,I213,True,558.0,199.0,199.0,I2_13,False,Fluorite/Rutile
32355,170508.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,IA3-,True,558.0,206.0,206.0,Ia-3,False,Fluorite/Rutile
32356,170509.cif,SiO2,Si4+96 O2-192,288,success,,,293.0,0.101325,PA3-,True,558.0,205.0,205.0,Pa-3,False,Fluorite/Rutile
32358,170510.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,I4122,True,558.0,98.0,98.0,I4_122,False,Fluorite/Rutile
32359,170511.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P4-N2,True,558.0,,118.0,P-4n2,False,Fluorite/Rutile
32360,170512.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,PA3-,True,558.0,205.0,205.0,Pa-3,False,Fluorite/Rutile
32362,170514.cif,SiO2,Si4+36 O2-72,108,success,,,293.0,0.101325,R3-CH,True,558.0,,167.0,R-3c,False,Fluorite/Rutile
32364,170516.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,PBAM,True,558.0,,135.0,P4_2/mbc,False,Fluorite/Rutile
32365,170517.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,I4-C2,True,558.0,,140.0,I4/mcm,False,Fluorite/Rutile
32366,170518.cif,SiO2,Si4+72 O2-144,216,success,,,293.0,0.101325,R3-H,True,558.0,,148.0,R-3,False,Fluorite/Rutile
32367,170519.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P622,True,558.0,177.0,177.0,P622,False,Fluorite/Rutile
32369,170520.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P622,True,558.0,177.0,177.0,P622,False,Fluorite/Rutile
32370,170521.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P3-1M,True,558.0,,162.0,P-31m,False,Fluorite/Rutile
32371,170522.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P622,True,558.0,177.0,177.0,P622,False,Fluorite/Rutile
32372,170523.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P6422,True,558.0,181.0,181.0,P6_422,False,Fluorite/Rutile
32373,170524.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,CMCA,True,558.0,,64.0,Cmce,False,Fluorite/Rutile
32375,170526.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,I4-2M,True,558.0,,121.0,I-42m,False,Fluorite/Rutile
32376,170527.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,CCCAS,True,558.0,,68.0,Ccce,False,Fluorite/Rutile
32377,170528.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,PBCA,True,558.0,61.0,142.0,I4_1/acd,False,Fluorite/Rutile
32378,170529.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,I4122,True,558.0,98.0,98.0,I4_122,False,Fluorite/Rutile
32380,170530.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P4/NS,True,558.0,,85.0,P4/n,False,Fluorite/Rutile
32381,170531.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,C12/C1,True,558.0,15.0,70.0,Fddd,False,Fluorite/Rutile
32382,170532.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P4-C2,True,558.0,,116.0,P-4c2,False,Fluorite/Rutile
32383,170533.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,PNNNS,True,558.0,,48.0,Pnnn,False,Fluorite/Rutile
32384,170534.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P42/NBCS,True,558.0,,133.0,P4_2/nbc,False,Fluorite/Rutile
32385,170535.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,PBANS,True,558.0,,50.0,Pban,False,Fluorite/Rutile
32386,170536.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
32387,170537.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P4/NNCS,True,558.0,,126.0,P4/nnc,False,Fluorite/Rutile
32388,170538.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P4/NBMS,True,558.0,,125.0,P4/nbm,False,Fluorite/Rutile
32389,170539.cif,SiO2,Si4+18 O2-36,54,success,,,293.0,0.101325,R3-CH,True,558.0,,167.0,R-3c,False,Fluorite/Rutile
32391,170540.cif,SiO2,Si4+18 O2-36,54,success,,,293.0,0.101325,R3-MH,True,558.0,,166.0,R-3m,False,Fluorite/Rutile
32392,170541.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P121/C1,True,558.0,14.0,14.0,P2_1/c,False,Fluorite/Rutile
32394,170543.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,IA3-D,True,558.0,230.0,230.0,Ia-3d,False,Fluorite/Rutile
32395,170544.cif,SiO2,Si4+18 O2-36,54,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
32396,170545.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,IA3-,True,558.0,206.0,206.0,Ia-3,False,Fluorite/Rutile
32397,170546.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,PCCN,True,558.0,56.0,56.0,Pccn,False,Fluorite/Rutile
32398,170547.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,FDDDS,True,558.0,,70.0,Fddd,False,Fluorite/Rutile
32399,170548.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P12/C1,True,558.0,13.0,13.0,P2/c,False,Fluorite/Rutile
32400,170549.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,PCCA,True,558.0,,54.0,Pcca,False,Fluorite/Rutile
32402,170550.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,P4322,True,558.0,95.0,95.0,P4_322,False,Fluorite/Rutile
32403,170551.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,PCCA,True,558.0,,54.0,Pcca,False,Fluorite/Rutile
32404,170552.cif,SiO2,Si4+6 O2-12,18,success,,,293.0,0.101325,P3-1M,True,558.0,,162.0,P-31m,False,Fluorite/Rutile
32406,170554.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,P3-1C,True,558.0,,163.0,P-31c,False,Fluorite/Rutile
32411,170559.cif,SiO2,Si4+24 O2-48,72,success,,Q,298.0,0.101325,C12/M1,True,558.0,12.0,12.0,C2/m,False,Fluorite/Rutile
32866,170997.cif,SiO2,Si4+120 O2-240,360,success,0.0249,,183.0,0.101325,R3-H,True,558.0,,148.0,R-3,False,Fluorite/Rutile
33596,171733.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P1-,True,558.0,2.0,2.0,P-1,False,Fluorite/Rutile
33597,171734.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,P62,True,558.0,171.0,180.0,P6_222,False,Fluorite/Rutile
33598,171735.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,IMM2,True,558.0,44.0,44.0,Imm2,False,Fluorite/Rutile
33599,171736.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P1-,True,558.0,2.0,12.0,C2/m,False,Fluorite/Rutile
33600,171737.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,P4/MBM,True,558.0,127.0,127.0,P4/mbm,False,Fluorite/Rutile
33602,171739.cif,SiO2,Si4+16 O2-32,48,success,,,293.0,0.101325,P21212,True,558.0,18.0,114.0,P-42_1c,False,Fluorite/Rutile
33603,171740.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,I4/M,True,558.0,,140.0,I4/mcm,False,Fluorite/Rutile
33604,171741.cif,SiO2,Si4+32 O2-64,96,success,,,293.0,0.101325,P222,True,558.0,16.0,16.0,P222,False,Fluorite/Rutile
33605,171742.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,PMMM,True,558.0,47.0,47.0,Pmmm,False,Fluorite/Rutile
37488,180904.cif,SiO2,Si4+8 O2-16,24,success,0.063,,293.0,4900.0,P121/C1,True,558.0,14.0,14.0,P2_1/c,False,Fluorite/Rutile
41634,201182.cif,SiO2,Si4+136 O2-272,408,success,,,293.0,0.101325,FD3-MZ,True,558.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
50511,247494.cif,SiO2,Si4+96 O2-192,288,success,0.089,Q,288.0,0.101325,P21/N11,True,558.0,,14.0,P2_1/c,False,Fluorite/Rutile
52909,25632.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,ICMA,True,558.0,,72.0,Ibam,False,Fluorite/Rutile
55905,26430.cif,SiO2,Si4+3 O2-6,15,success,0.038,,863.0,0.101325,P6222,True,558.0,180.0,180.0,P6_222,False,Fluorite/Rutile
58098,280624.cif,SiO2,Si4+32 O2-64,96,success,0.055,Q,293.0,0.101325,C222,True,558.0,21.0,21.0,C222,False,Fluorite/Rutile
58226,280741.cif,SiO2,Si4+32 O2-64,96,success,0.0701,,240.0,0.101325,I12/M1,True,558.0,,12.0,C2/m,False,Fluorite/Rutile
58745,281217.cif,SiO2,Si4+36 O2-72,108,success,0.0453,,167.0,0.101325,PNNM,True,558.0,58.0,58.0,Pnnm,False,Fluorite/Rutile
58750,281221.cif,SiO2,Si4+36 O2-72,108,success,0.089,,513.0,0.101325,IMMM,True,558.0,71.0,71.0,Immm,False,Fluorite/Rutile
69224,407793.cif,SiO2,Si4+64 O2-128,192,success,0.062,Q,293.0,0.101325,CMCM,True,558.0,63.0,63.0,Cmcm,False,Fluorite/Rutile
70616,410595.cif,SiO2,Si4+16 O2-32,48,success,0.0995,Q,293.0,0.101325,P1-,True,558.0,2.0,2.0,P-1,False,Fluorite/Rutile
70617,410596.cif,SiO2,Si4+32 O2-64,96,success,0.0995,Q,293.0,0.101325,P121/M1,True,558.0,,11.0,P2_1/m,False,Fluorite/Rutile
70685,410723.cif,SiO2,Si4+64 O2-128,192,success,0.0827,Q,293.0,0.101325,P42/MMC,True,558.0,131.0,131.0,P4_2/mmc,False,Fluorite/Rutile
73328,413853.cif,SiO2,Si4+24 O2-48,72,success,,,293.0,0.101325,P121/A1,True,558.0,14.0,14.0,P2_1/c,False,Fluorite/Rutile
75334,41673.cif,SiO2,Si4+12 O2-24,36,success,,,293.0,0.101325,I12/A1,True,558.0,,15.0,C2/c,False,Fluorite/Rutile
75364,416768.cif,SiO2,Si4+32 O2-64,96,success,,Q,303.0,0.101325,P42/MMC,True,558.0,131.0,131.0,P4_2/mmc,False,Fluorite/Rutile
77760,419757.cif,SiO2,Si4+18 O2-36,54,success,0.0456,,150.0,0.101325,R3-H,True,558.0,,148.0,R-3,False,Fluorite/Rutile
80591,42498.cif,SiO2,Si4+3 O2-6,18,success,0.0724,,293.0,0.101325,P6222,True,558.0,180.0,180.0,P6_222,False,Fluorite/Rutile
82434,44271.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,FM3-M,True,558.0,225.0,225.0,Fm-3m,False,Fluorite/Rutile
83424,48153.cif,SiO2,Si4+34 O2-68,102,success,0.056,Q,293.0,0.101325,P6/MMM,True,558.0,191.0,191.0,P6/mmm,False,Fluorite/Rutile
85448,51702.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,PBCN,True,558.0,60.0,60.0,Pbcn,False,Fluorite/Rutile
85449,51703.cif,SiO2,Si4+6 O2-12,20,success,,,293.0,0.101325,P121/C1,True,558.0,14.0,14.0,P2_1/c,False,Fluorite/Rutile
88609,55346.cif,SiO2,Si4+64 O2-128,192,success,0.0669,,,,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
88610,55347.cif,SiO2,Si4+16 O2-32,48,success,0.0491,,293.0,0.101325,P1-,True,558.0,2.0,2.0,P-1,False,Fluorite/Rutile
88736,55474.cif,SiO2,Si4+192 O2-384,576,success,,Q,293.0,0.101325,FD3-MZ,True,558.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
89795,56608.cif,SiO2,Si4+3 O2-6,9,success,,,293.0,22000.0,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
89868,56684.cif,SiO2,Si4+12 O2-24,36,success,,,300.0,100.0,PNC2,True,558.0,,60.0,Pbcn,False,Fluorite/Rutile
106210,62582.cif,SiO2,Si4+28 O2-56,84,success,,,293.0,0.101325,C12/M1,True,558.0,12.0,12.0,C2/m,False,Fluorite/Rutile
106220,62584.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,CMCM,True,558.0,63.0,63.0,Cmcm,False,Fluorite/Rutile
106224,62585.cif,SiO2,Si4+48 O2-96,144,success,,,293.0,0.101325,IMMA,True,558.0,74.0,74.0,Imma,False,Fluorite/Rutile
116825,65551.cif,SiO2,Si4+112 O2-224,336,success,,Q,293.0,0.101325,CMMA,True,558.0,,67.0,Cmme,False,Fluorite/Rutile
127031,75647.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,I4-,True,558.0,,82.0,I-4,False,Fluorite/Rutile
127033,75649.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,PNA21,True,558.0,,33.0,Pna2_1,False,Fluorite/Rutile
127036,75652.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,IMA2,True,558.0,,46.0,Ima2,False,Fluorite/Rutile
127037,75653.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C2221,True,558.0,20.0,20.0,C222_1,False,Fluorite/Rutile
127038,75654.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
127039,75655.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C12/C1,True,558.0,15.0,15.0,C2/c,False,Fluorite/Rutile
127040,75656.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127041,75657.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C121,True,558.0,5.0,5.0,C2,False,Fluorite/Rutile
127042,75658.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C121,True,558.0,5.0,5.0,C2,False,Fluorite/Rutile
127043,75659.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C121,True,558.0,5.0,5.0,C2,False,Fluorite/Rutile
127044,75660.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127045,75661.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127046,75662.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,C1C1,True,558.0,9.0,9.0,Cc,False,Fluorite/Rutile
127047,75663.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127048,75664.cif,SiO2,Si4+8 O2-16,24,success,,,293.0,0.101325,I212121,True,558.0,24.0,24.0,I2_12_12_1,False,Fluorite/Rutile
127049,75665.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1M1,True,558.0,,6.0,Pm,False,Fluorite/Rutile
127050,75666.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127051,75667.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
127052,75668.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1C1,True,558.0,,7.0,Pc,False,Fluorite/Rutile
127053,75669.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P121,True,558.0,3.0,3.0,P2,False,Fluorite/Rutile
127054,75670.cif,SiO2,Si4+4 O2-8,12,success,,,293.0,0.101325,P1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
132538,81382.cif,SiO2,Si4+48 O2-96,144,success,0.063,Q,293.0,0.101325,C1,True,558.0,1.0,1.0,P1,False,Fluorite/Rutile
134266,82992.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,IMMA,True,558.0,74.0,74.0,Imma,False,Fluorite/Rutile
135137,83860.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,BMMB,True,558.0,,63.0,Cmcm,False,Fluorite/Rutile
135138,83861.cif,SiO2,Si4+64 O2-128,192,success,,,293.0,0.101325,IMMM,True,558.0,71.0,71.0,Immm,False,Fluorite/Rutile
