index,filename,reduced_formula,full_formula,num_sites,status,r_val,quality_tag,temperature,pressure,sgr,is_polymorph,polymorph_count,sg_number,refined_sg_number,refined_sg_symbol,is_organic,prototype
38458,181785.cif,Ti2CN,Ti0+4 C0+2 N0+2,8,success,,,,,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Ternary
1773,102706.cif,Ti2Co,Ti0+16 Co0+8,24,success,,,293.0,0.101325,FD3-MS,True,5.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
105073,623736.cif,Ti2Co,Ti0+64 Co0+32,96,success,,,,,FD3-MZ,True,5.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
32138,170227.cif,Ti2CuS4,Ti3.50+16 Cu+8 S2-32,56,success,0.0225,Q,293.0,0.101325,FD3-MZ,True,5.0,227.0,227.0,Fd-3m,False,Ternary
32139,170228.cif,Ti2CuS4,Ti3+3 Ti4+21 Cu+12 S2-48,84,success,0.0392,Q,293.0,0.101325,R3-MH,True,5.0,,166.0,R-3m,False,Ternary
64126,35269.cif,Ti2CuS4,Ti3+8 Ti4+8 Cu+8 S2-32,56,success,0.0544,Q,293.0,0.101325,FD3-MZ,True,5.0,227.0,227.0,Fd-3m,False,Ternary
82746,44609.cif,Ti2CuS4,Ti3+16 Cu2+8 S2-32,56,success,,,293.0,0.101325,FD3-MZ,True,5.0,227.0,227.0,Fd-3m,False,Spinel
22158,161063.cif,Ti2SnC,Ti0+4 Sn0+2 C0+2,8,success,,,293.0,0.0,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Ternary
22843,161695.cif,Ti3.996Al8.004O20,Ti4+3.996 Al3+8.004 O2-20,32,success,0.0587,,293.0,0.101325,CMCM,True,5.0,63.0,63.0,Cmcm,False,Ternary
4666,105422.cif,Ti3Ni4,Ti0+18 Ni0+24,42,success,,,293.0,0.101325,R3-H,True,5.0,,148.0,R-3,False,Binary
27941,166369.cif,Ti3Ni4,Ti0+6 Ni0+8,14,success,0.0493,,313.0,0.101325,R3-R,True,5.0,,148.0,R-3,False,Binary
5303,106088.cif,Ti6Sn5,Ti0+12 Sn0+10,22,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Binary
5304,106089.cif,Ti6Sn5,Ti0+24 Sn0+20,44,success,0.079,,293.0,0.101325,IMMM,True,5.0,71.0,71.0,Immm,False,Binary
90677,57639.cif,TiAlCo2,Al0+4 Ti0+4 Co0+8,16,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,221.0,Pm-3m,False,Ternary
96452,606679.cif,TiAlCo2,Ti0+4 Al0+4 Co0+8,16,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Ternary
91746,58744.cif,TiBe2,Ti0+8 Be0+16,24,success,,,293.0,0.101325,FD3-MS,True,5.0,227.0,227.0,Fd-3m,False,Fluorite/Rutile
31310,169468.cif,TiCo2Ge,Ti0+4 Co0+8 Ge0+4,16,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Ternary
2221,103127.cif,TiCu,Ti0+1 Cu0+1,2,success,,,293.0,0.101325,P4/MMM,True,5.0,123.0,123.0,P4/mmm,False,Rocksalt/Zincblende/CsCl
2222,103128.cif,TiCu,Ti0+2 Cu0+2,4,success,,,293.0,0.101325,P4/NMMS,True,5.0,,129.0,P4/nmm,False,Rocksalt/Zincblende/CsCl
687,100696.cif,TiFeH2,Ti0+2 Fe0+2 H0+4,8,success,0.033,,,,P112/M,True,5.0,,10.0,P2/m,False,Ternary
93949,601978.cif,TiFeH2,Ti0+2 Fe0+2 H0+4,8,success,,,293.0,0.101325,P12/M1,True,5.0,10.0,10.0,P2/m,False,Ternary
109424,632217.cif,TiFeH2,Ti0+2 Fe0+2 H0+4,8,success,,,,,PB21M,True,5.0,,26.0,Pmc2_1,False,Ternary
3781,104575.cif,TiIr,Ti0+1 Ir0+1,2,success,,,293.0,0.101325,P4/MMM,True,5.0,123.0,123.0,P4/mmm,False,Rocksalt/Zincblende/CsCl
4224,104988.cif,TiMn2,Ti0+4 Mn0+8,12,success,0.027,Q,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Fluorite/Rutile
19630,158732.cif,TiMnO3,Ti4+4 Mn2+4 O2-12,20,success,0.045,,293.0,4450.0,PBNM,True,5.0,62.0,62.0,Pnma,False,Perovskite
50577,247553.cif,TiMnO3,Ti4+6 Mn2+6 O2-18,30,success,0.056,Q,295.0,0.101325,R3-H,True,5.0,,148.0,R-3,False,Perovskite
116364,65359.cif,TiMnO3,Ti4+6 Mn2+6 O2-18,30,success,0.034,Q,293.0,0.101325,R3CH,True,5.0,,161.0,R3c,False,Perovskite
4612,105368.cif,TiNiSn,Ti0+4 Ni0+4 Sn0+4,12,success,,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
36419,174568.cif,TiNiSn,Ti0+4 Ni0+4 Sn0+4,12,success,0.0643,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
87761,54259.cif,TiNiSn,Ti0+4 Ni0+4 Sn0+4,12,success,,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
113885,646784.cif,TiNiSn,Ti0+4 Ni0+4 Sn0+4,16,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Ternary
4956,105721.cif,TiPd,Ti0+1 Pd0+1,2,success,,,973.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
29344,167647.cif,TiPd,Ti0+1 Pd0+1,2,success,,,293.0,0.101325,P4/MMM,True,5.0,123.0,123.0,P4/mmm,False,Rocksalt/Zincblende/CsCl
29345,167648.cif,TiPd,Ti0+2 Pd0+2,4,success,,,293.0,0.101325,PMMA,True,5.0,51.0,51.0,Pmma,False,Rocksalt/Zincblende/CsCl
5224,106004.cif,TiRu,Ti0+1 Ru0+1,2,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
52835,25561.cif,TiS,Ti2+9 S2-9,18,success,,,293.0,0.101325,R3-MH,True,5.0,,166.0,R-3m,False,Rocksalt/Zincblende/CsCl
85827,52121.cif,TiS,Ti2+2 S2-2,4,success,0.07,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
115430,651192.cif,TiS,Ti0+2 S0+2,4,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
127418,76036.cif,TiS,Ti2+2 S2-2,4,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
51652,249576.cif,TiSb2,Ti0+4 Sb0+8,12,success,0.0273,Q,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Fluorite/Rutile
70173,409797.cif,TiSb2,Ti4+4 Sb2-8,12,success,0.0133,Q,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Fluorite/Rutile
15619,15502.cif,Tl4CrI6,Tl+16 Cr2+4 I-24,44,success,0.049,,4.2,0.101325,CCCM,True,5.0,,66.0,Cccm,False,Ternary
62177,31480.cif,Tl4CrI6,Tl+8 Cr2+2 I-12,30,success,0.035,,293.0,0.101325,P4/MNC,True,5.0,128.0,128.0,P4/mnc,False,Ternary
12679,15231.cif,TlAsS2,Tl+8 As3+8 S2-16,32,success,0.094,Q,293.0,0.101325,P121/A1,True,5.0,14.0,14.0,P2_1/c,False,Ternary
116383,653654.cif,TlAsS2,Tl0+8 As0+8 S0+16,32,success,0.1,,293.0,0.101325,P121/C1,True,5.0,14.0,14.0,P2_1/c,False,Ternary
106,100131.cif,TlGaSe2,Tl+4 Ga3+4 Se2-8,16,success,0.097,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
18084,1573.cif,TlGaSe2,Tl+16 Ga3+16 Se2-32,64,success,0.082,,293.0,0.101325,C1C1,True,5.0,9.0,9.0,Cc,False,Ternary
7470,108557.cif,TlInS2,Tl+3 In3+3 S2-6,12,success,0.081,,293.0,0.101325,R3-MH,True,5.0,,166.0,R-3m,False,Ternary
52698,25355.cif,TlInS2,Tl+2 In3+2 S2-4,8,success,0.083,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Spinel
93268,600748.cif,TlInS2,Tl+4 In3+4 S2-8,16,success,,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
93348,600863.cif,TlInS2,Tl+16 In3+16 S2-32,64,success,,,293.0,0.101325,C12/C1,True,5.0,15.0,15.0,C2/c,False,Ternary
23651,16244.cif,TlInSe2,Tl+4 In3+4 Se2-8,16,success,0.057,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
36795,180272.cif,TlInSe2,Tl+4 In3+4 Se2-8,16,success,0.0551,Q,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
112078,640526.cif,TlInSe2,Tl0+4 In0+4 Se0+8,16,success,0.096,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
112079,640528.cif,TlInSe2,Tl0+4 In0+4 Se0+8,16,success,,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Ternary
3361,104189.cif,TlSe,Tl+4 Tl3+4 Se2-8,16,success,0.042,,,,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Binary
86083,52446.cif,TlSe,Tl0+1 Se0+1,2,success,,,293.0,35700.0,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
115736,652068.cif,TlSe,Tl0+8 Se0+8,16,success,,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Rocksalt/Zincblende/CsCl
25424,164077.cif,Tm(CuSi)2,Tm0+2 Cu0+4 Si0+4,10,success,,,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
4112,104885.cif,TmMg,Tm0+1 Mg0+1,2,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
31028,169209.cif,TmN,Tm3+4 N3-4,8,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Rocksalt/Zincblende/CsCl
113229,644802.cif,TmN,Tm0+4 N0+4,8,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Rocksalt/Zincblende/CsCl
4969,105735.cif,TmPd3,Tm0+1 Pd0+3,4,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
42977,20251.cif,TmSi2,Tm0+1 Si0+2,3,success,,,293.0,0.101325,P6/MMM,True,5.0,191.0,191.0,P6/mmm,False,Fluorite/Rutile
3822,104612.cif,U(Al2Cr)4,U0+2 Al0+16 Cr0+8,26,success,0.038,,4.2,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
105555,624657.cif,U(CoP)2,U0+2 Co0+4 P0+4,10,success,,,293.0,0.101325,P4/NMMZ,True,5.0,129.0,129.0,P4/nmm,False,Ternary
129657,78576.cif,U(CoP)2,U0+2 Co0+4 P0+4,10,success,0.039,,240.0,0.101325,P4/NMMZ,True,5.0,129.0,129.0,P4/nmm,False,Ternary
82790,44666.cif,U(SiIr)2,U0+2 Si0+4 Ir0+4,10,success,,,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
95142,604000.cif,U(SiIr)2,U0+2 Si0+4 Ir0+4,10,success,,,293.0,0.101325,P4/NMMZ,True,5.0,129.0,129.0,P4/nmm,False,Ternary
49539,246604.cif,U2Cu3.8Ni0.2Ge4,U0+2 Ni0+0.2 Cu0+3.8 Ge0+4,10,success,0.023,,295.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Quaternary
40999,200460.cif,U2F9,U4.50+8 F-36,44,success,0.032,Q,293.0,0.101325,I4-3M,True,5.0,,217.0,I-43m,False,Binary
49805,246850.cif,U2S3,U3+8 S2-12,20,success,,,293.0,30000.0,PNMA,True,5.0,62.0,62.0,Pnma,False,Binary
115455,651301.cif,U2S3,U0+8 S0+12,20,success,,,293.0,0.101325,PNMA,True,5.0,62.0,62.0,Pnma,False,Binary
115456,651302.cif,U2S3,U0+8 S0+12,20,success,,,293.0,0.101325,PNMA,True,5.0,62.0,62.0,Pnma,False,Binary
5379,106173.cif,U2Ti,U0+2 Ti0+1,3,success,,,293.0,0.101325,P6/MMM,True,5.0,191.0,191.0,P6/mmm,False,Fluorite/Rutile
3426,104248.cif,U2Zn17,U0+6 Zn0+51,57,success,0.045,Q,293.0,0.101325,R3-MH,True,5.0,,166.0,R-3m,False,Binary
42845,20239.cif,U2Zn17,U0+12 Zn0+102,114,success,,,293.0,0.101325,P6-M2,True,5.0,,194.0,P6_3/mmc,False,Binary
116275,653385.cif,U2Zn17,U0+4 Zn0+34,38,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Binary
40219,1890.cif,U3Si,U0+12 Si0+4,16,success,0.069,,293.0,0.101325,I4/MCM,True,5.0,140.0,140.0,I4/mcm,False,Binary
56484,27036.cif,U3Si,U0+3 Si0+1,4,success,,,1053.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
3601,104408.cif,UAl3Ni2,U0+1 Al0+3 Ni0+2,6,success,0.068,Q,293.0,0.101325,P6/MMM,True,5.0,191.0,191.0,P6/mmm,False,Ternary
6323,107243.cif,UAl4,U0+4 Al0+16,20,success,0.067,,293.0,0.101325,IMMA,True,5.0,74.0,74.0,Imma,False,Binary
42784,202333.cif,UCl3,U3+2 Cl-6,8,success,0.029,Q,293.0,0.101325,P63/M,True,5.0,,176.0,P6_3/m,False,Fluorite/Rutile
42782,202331.cif,UCl4,U4+4 Cl-16,20,success,0.031,Q,293.0,0.101325,I41/AMDS,True,5.0,,141.0,I4_1/amd,False,Binary
5647,106474.cif,UCoNiGe2,U0+2 Co0+2 Ni0+2 Ge0+4,10,success,0.035,Q,295.0,0.101325,P4/NMMZ,True,5.0,129.0,129.0,P4/nmm,False,Quaternary
5649,106476.cif,UCoNiGe2,U0+2 Co0+2 Ni0+2 Ge0+4,12,success,,,295.0,0.101325,P4/NMMS,True,5.0,,129.0,P4/nmm,False,Quaternary
104971,623555.cif,UCoNiGe2,U0+2 Co0+2 Ni0+2 Ge0+4,10,success,,,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Quaternary
2234,103141.cif,UCu5,U0+4 Cu0+20,24,success,,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Binary
94229,602501.cif,UCuSi2Ni,U0+2 Si0+4 Cu0+2 Ni0+2,10,success,0.04,,160.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Quaternary
25720,164348.cif,UGaCo,U0+3 Ga0+3 Co0+3,9,success,0.0213,,60.0,0.101325,P6-2M,True,5.0,,189.0,P-62m,False,Ternary
104780,623222.cif,UGaCo,U0+3 Ga0+3 Co0+3,9,success,,,293.0,0.101325,P6-2M,True,5.0,,189.0,P-62m,False,Ternary
5853,106739.cif,UGaNi,U0+3 Ga0+3 Ni0+3,9,success,,,60.0,0.101325,P6-2M,True,5.0,,189.0,P-62m,False,Ternary
89293,56050.cif,UGe3,U0+1 Ge0+3,4,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
3789,104582.cif,UIr,U0+8 Ir0+8,16,success,0.045,,293.0,0.101325,P1211,True,5.0,4.0,4.0,P2_1,False,Rocksalt/Zincblende/CsCl
3792,104585.cif,UIr,U0+16 Ir0+16,32,success,0.082,,295.0,0.101325,B1211,True,5.0,4.0,2.0,P-1,False,Rocksalt/Zincblende/CsCl
26972,16549.cif,UMoC2,U0+4 Mo0+4 C0+8,16,success,0.041,,,,PNMA,True,5.0,62.0,62.0,Pnma,False,Ternary
95138,603997.cif,UMoC2,U3+4 Mo5+4 C4-8,16,success,,,293.0,0.101325,PNMA,True,5.0,62.0,62.0,Pnma,False,Ternary
102253,618359.cif,UMoC2,U3+4 Mo6+4 C4-8,16,success,,,,,PNMA,True,5.0,62.0,62.0,Pnma,False,Ternary
4616,105372.cif,UNiSn,U0+4 Ni0+4 Sn0+4,12,success,,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
113888,646795.cif,UNiSn,U0+4 Ni0+4 Sn0+4,12,success,,,65.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
113889,646797.cif,UNiSn,U0+4 Ni0+4 Sn0+4,12,success,,,293.0,0.101325,F4-3M,True,5.0,216.0,216.0,F-43m,False,Ternary
10187,14286.cif,UO4,U6+4 O2-16,20,success,0.041,Q,293.0,0.101325,PBCA,True,5.0,61.0,61.0,Pbca,False,Binary
19834,15892.cif,UO4,U6+4 O2-16,20,success,,,293.0,0.101325,FMMM,True,5.0,69.0,69.0,Fmmm,False,Binary
59611,2845.cif,UO4,U6+2 O2-8,10,success,0.061,Q,293.0,0.101325,P121/C1,True,5.0,14.0,14.0,P2_1/c,False,Binary
142234,9116.cif,UO4,U6+4 O2-16,20,success,0.063,Q,293.0,0.101325,CMCA,True,5.0,,64.0,Cmce,False,Binary
5228,106008.cif,URu3,U0+1 Ru0+3,4,success,,,298.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
87881,54384.cif,USnPd,U0+2 Sn0+2 Pd0+2,6,success,0.038,,295.0,0.101325,P63MC,True,5.0,186.0,186.0,P6_3mc,False,Ternary
94224,602492.cif,USnPd,U0+2 Sn0+2 Pd0+2,6,success,0.099,,46.0,0.101325,P63MC,True,5.0,186.0,186.0,P6_3mc,False,Ternary
333,10035.cif,V2CuS4,V3+16 Cu2+8 S2-32,56,success,0.026,Q,293.0,0.101325,FD3-MS,True,5.0,227.0,227.0,Fd-3m,False,Spinel
64124,35267.cif,V2CuS4,V3+8 V4+8 Cu+8 S2-32,56,success,0.0315,Q,293.0,0.101325,FD3-MZ,True,5.0,227.0,227.0,Fd-3m,False,Ternary
107692,628946.cif,V2CuS4,Cu+2 V3.50+4 S2-8,14,success,,,,,C12/M1,True,5.0,12.0,12.0,C2/m,False,Ternary
107695,628953.cif,V2CuS4,V0+16 Cu0+8 S0+32,56,success,,,293.0,0.101325,FD3-MS,True,5.0,227.0,227.0,Fd-3m,False,Spinel
95681,60511.cif,V2H,V0.50+16 H-8,24,success,0.031,Q,293.0,0.101325,I41/AMDZ,True,5.0,141.0,141.0,I4_1/amd,False,Binary
95686,60512.cif,V2H,V0.50+4 H-2,6,success,0.024,Q,293.0,0.101325,C1M1,True,5.0,,8.0,Cm,False,Binary
100211,61422.cif,V2H,V0+16 H0+8,24,success,0.049,Q,301.0,0.101325,I41/AMDZ,True,5.0,141.0,141.0,I4_1/amd,False,Fluorite/Rutile
100216,61423.cif,V2H,V0+4 H0+2,6,success,0.08,Q,301.0,0.101325,C1M1,True,5.0,,8.0,Cm,False,Fluorite/Rutile
60149,28963.cif,V2ZnO4,V3+16 Zn2+8 O2-32,56,success,,,293.0,0.101325,FD3-MS,True,5.0,227.0,227.0,Fd-3m,False,Spinel
91616,58611.cif,V3Au,V0+3 Au0+1,4,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
91617,58612.cif,V3Au,V0+6 Au0+2,8,success,,,293.0,0.101325,PM3-N,True,5.0,,223.0,Pm-3n,False,Binary
19907,15899.cif,V3O5,V3.33+12 O2-20,32,success,,,,,C1C1,True,5.0,9.0,15.0,C2/c,False,Binary
25833,16445.cif,V3O5,V3+8 V4+4 O2-20,32,success,0.025,,,,P12/C1,True,5.0,13.0,13.0,P2/c,False,Binary
40544,195.cif,V3O5,V3+8 V4+4 O2-20,32,success,0.099,,,,P121/N1,True,5.0,,14.0,P2_1/c,False,Binary
62710,32587.cif,V3O5,V3.33+12 O2-20,32,success,0.0257,,458.0,0.101325,I12/C1,True,5.0,,15.0,C2/c,False,Binary
116387,653661.cif,V3O5,V0+12 O0+20,32,success,0.099,,293.0,0.101325,P121/C1,True,5.0,14.0,15.0,C2/c,False,Binary
5186,105964.cif,V3Rh,Rh0+2 V0+6,8,success,0.02,,298.0,0.101325,PM3-N,True,5.0,,223.0,Pm-3n,False,Binary
5187,105965.cif,V3Rh,V0+6 Rh0+2,8,success,,,293.0,0.101325,PM3-N,True,5.0,,223.0,Pm-3n,False,Binary
7111,108193.cif,V8C7,V0+32 C0+28,60,success,,,293.0,0.101325,P4332,True,5.0,212.0,212.0,P4_332,False,Binary
80494,42445.cif,VAs,V3+4 As3-4,8,success,0.095,Q,293.0,0.101325,PNA21,True,5.0,,33.0,Pna2_1,False,Rocksalt/Zincblende/CsCl
98848,611560.cif,VAs,V0+4 As0+4,8,success,,,293.0,0.101325,PNAM,True,5.0,,62.0,Pnma,False,Rocksalt/Zincblende/CsCl
12280,151928.cif,VBi(PbO3)2,V5+8 Bi3+8 Pb2+16 O2-48,80,success,0.0641,Q,293.0,0.101325,P121/N1,True,5.0,,14.0,P2_1/c,False,Quaternary
53620,260434.cif,VBi(PbO3)2,V5+4 Bi3+4 Pb2+8 O2-24,60,success,0.0362,Q,298.0,0.101325,P121/M1,True,5.0,,11.0,P2_1/m,False,Quaternary
59067,281511.cif,VBi(PbO3)2,V5+4 Bi3+4 Pb2+8 O2-24,40,success,0.0233,,953.0,0.101325,PMCN,True,5.0,,62.0,Pnma,False,Quaternary
77261,419121.cif,VBiPbO5,V5+2 Bi3+2 Pb2+2 O2-10,16,success,0.0894,Q,298.0,0.101325,P1-,True,5.0,2.0,2.0,P-1,False,Quaternary
19038,158192.cif,VCrO4,V5+4 Cr3+4 O2-16,24,success,,,293.0,0.101325,CMM2,True,5.0,,25.0,Pmm2,False,Ternary
43237,202755.cif,VCrO4,V5+4 Cr3+4 O2-16,24,success,,,293.0,0.101325,CMCM,True,5.0,63.0,63.0,Cmcm,False,Ternary
130935,79865.cif,VCrO4,V5+8 Cr3+8 O2-32,48,success,0.061,Q,293.0,0.101325,C12/M1,True,5.0,12.0,12.0,C2/m,False,Ternary
41694,201245.cif,VF2,V2+2 F-4,6,success,,Q,293.0,0.101325,P42/MNM,True,5.0,136.0,136.0,P4_2/mnm,False,Fluorite/Rutile
2816,103681.cif,VFe,V0+1 Fe0+1,2,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
110166,634023.cif,VFe,Fe0+1 V0+1,2,success,,,293.0,0.101325,IM3-M,True,5.0,229.0,229.0,Im-3m,False,Rocksalt/Zincblende/CsCl
5065,105840.cif,VPt3,V0+2 Pt0+6,8,success,,,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Binary
5066,105841.cif,VPt3,V0+1 Pt0+3,4,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Binary
5067,105842.cif,VPt3,Pt0+3 V0+1,4,success,,,293.0,0.101325,FM3-M,True,5.0,225.0,225.0,Fm-3m,False,Binary
5230,106010.cif,VRu,V0+1 Ru0+1,2,success,,,293.0,0.101325,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
11464,151142.cif,VS2,V4+4 S2-8,12,success,0.02,,293.0,0.101325,C2221,True,5.0,20.0,194.0,P6_3/mmc,False,Fluorite/Rutile
13980,153507.cif,VS2,V4+2 S2-4,6,success,0.0536,Q,293.0,0.101325,C1-,True,5.0,,12.0,C2/m,False,Fluorite/Rutile
115483,651361.cif,VS2,V4+1 S2-2,3,success,,,293.0,0.101325,P3-M1,True,5.0,164.0,164.0,P-3m1,False,Fluorite/Rutile
121149,68713.cif,VS2,V4+2 S2-4,6,success,0.029,Q,293.0,0.101325,C121,True,5.0,5.0,5.0,C2,False,Fluorite/Rutile
24147,162898.cif,VSe,V1.03+2 Se1.03-2,4,success,,,293.0,0.101325,P4/NMMS,True,5.0,,129.0,P4/nmm,False,Rocksalt/Zincblende/CsCl
31753,169871.cif,VSe,V2+2 Se2-2,4,success,0.0248,,294.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
115767,652157.cif,VSe,V0+2 Se0+2,4,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
115772,652164.cif,VSe,V0+2 Se0+2,4,success,,,293.0,0.101325,P63/MMC,True,5.0,194.0,194.0,P6_3/mmc,False,Rocksalt/Zincblende/CsCl
74989,416315.cif,XeF6,Xe6+32 F-192,224,success,0.05,,133.0,0.101325,C12/C1,True,5.0,15.0,15.0,C2/c,False,Binary
74991,416317.cif,XeF6,Xe6+32 F-192,224,success,0.033,,133.0,0.101325,P121/C1,True,5.0,14.0,14.0,P2_1/c,False,Binary
74993,416319.cif,XeF6,Xe6+16 F-96,112,success,0.033,,133.0,0.101325,P121/C1,True,5.0,14.0,14.0,P2_1/c,False,Binary
74995,416320.cif,XeF6,Xe6+16 F-96,112,success,0.0911,,133.0,0.101325,PC21N,True,5.0,,33.0,Pna2_1,False,Binary
94056,6022.cif,XeF6,Xe6+144 F-864,1600,success,0.07,,193.0,0.101325,FM3-C,True,5.0,226.0,226.0,Fm-3c,False,Binary
46270,240140.cif,Y(Al2Fe)4,Y0+2 Al0+16 Fe0+8,26,success,0.0274,Q,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
104963,62354.cif,Y(NiGe)2,Y2+2 Ni3+4 Ge4-4,10,success,0.04,Q,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
107882,62935.cif,Y(NiGe)2,Y0+2 Ni0+4 Ge0+4,10,success,0.091,,293.0,0.101325,I4/MMM,True,5.0,139.0,139.0,I4/mmm,False,Ternary
32056,170150.cif,Y12.72Er11.28Al40O96,Er3+11.28 Y3+12.72 Al3+40 O2-96,160,success,0.0309,,102.0,0.101325,IA3-D,True,5.0,230.0,230.0,Ia-3d,False,Quaternary
16016,155382.cif,Y2C3,Y0+16 C0+24,40,success,0.0304,Q,293.0,0.101325,I4-3D,True,5.0,,220.0,I-43d,False,Binary
92998,600333.cif,Y2Co14B,Y0+8 Co0+56 B0+4,68,success,,,293.0,0.101325,P42/MNM,True,5.0,136.0,136.0,P4_2/mnm,False,Ternary
79802,422666.cif,Y3.90036V1.92812Fe2.07188O12,Y3+3.90036 Fe3+2.07188 V3+1.92812 O2-12,20,success,0.0638,,,,PBNM,True,5.0,62.0,62.0,Pnma,False,Quaternary
37768,181158.cif,YAl,Y0+1 Al0+1,2,success,,,,,PM3-M,True,5.0,221.0,221.0,Pm-3m,False,Rocksalt/Zincblende/CsCl
50082,247101.cif,YAl,Y0+4 Al0+4,8,success,,,293.0,0.101325,CMCM,True,5.0,63.0,63.0,Cmcm,False,Rocksalt/Zincblende/CsCl
91233,58209.cif,YAl,Y0+4 Al0+4,8,success,,,293.0,0.101325,CMCM,True,5.0,63.0,63.0,Cmcm,False,Rocksalt/Zincblende/CsCl
16501,155834.cif,YCoO3,Y3+4 Co3+4 O2-12,20,success,0.06,Q,300.0,0.101325,PBNM,True,5.0,62.0,62.0,Pnma,False,Perovskite
