mp_id,reduced_formula,atoms,polymorphs,elements,sg,sg_num,packing_density,occupied_volume,unit_cell_volume,perovskite,polyhedron,cn,binary,ternary,prototype,ox_state
cifs/mp-22478.cif,FeGe,6,1,"['Fe', 'Ge']",P 6/m m m,191,0.682130276,59.02581357,86.53158448,False,6,16,True,False,Rocksalt/Zincblende/CsCl,"{'Fe': 2.0, 'Ge': -2.0}"
cifs/mp-22495.cif,SmNiO3,20,1,"['Sm', 'Ni', 'O']",P n m a,62,0.69874128,158.1687181,226.3623499,True,8,14,False,True,Perovskite,"{'Sm': 3.0, 'Ni': 3.0, 'O': -2.0}"
cifs/mp-22510.cif,FeGe,8,1,"['Fe', 'Ge']",C 2/m,12,0.711985913,78.70108476,110.5374185,False,8,42,True,False,Rocksalt/Zincblende/CsCl,"{'Fe': 2.0, 'Ge': -2.0}"
cifs/mp-2252.cif,ScB2,3,1,"['Sc', 'B']",P 6/m m m,191,0.73843695,22.30216625,30.20185577,False,3,21,True,False,Fluorite/Rutile,{}
cifs/mp-22540.cif,CeGaO3,5,1,"['Ce', 'Ga', 'O']",P m -3 m,221,0.447128078,38.43895691,85.96855976,True,2,6,False,True,Perovskite,"{'Ce': 3.0, 'Ga': 3.0, 'O': -2.0}"
cifs/mp-22541.cif,MnNiSb,3,1,"['Mn', 'Ni', 'Sb']",F -4 3 m,216,0.665493179,34.57008556,51.94656636,False,3,12,False,True,Ternary,"{'Mn': 2.0, 'Ni': 1.0, 'Sb': -3.0}"
cifs/mp-22549.cif,SmCoO3,5,1,"['Sm', 'Co', 'O']",P m -3 m,221,0.745669504,39.54217953,53.02909578,True,2,18,False,True,Perovskite,"{'Sm': 3.0, 'Co': 3.0, 'O': -2.0}"
cifs/mp-22562.cif,YS,4,1,"['Y', 'S']",I 4/m m m,139,0.367912732,57.23562936,155.568493,False,2,5,True,False,Rocksalt/Zincblende/CsCl,{}
cifs/mp-22566.cif,TlInS2,4,1,"['Tl', 'In', 'S']",R -3 m,166,0.528842061,52.70702355,99.66496125,False,2,6,False,True,Ternary,"{'Tl': 1.0, 'In': 3.0, 'S': -2.0}"
cifs/mp-22568.cif,V3Ga,8,1,"['V', 'Ga']",P m -3 n,223,0.730279533,80.24151236,109.8778053,False,8,18,True,False,Binary,{}
cifs/mp-22569.cif,InPO4,24,1,"['In', 'P', 'O']",P n m a,62,0.302371074,93.62574426,309.638561,False,8,10,False,True,Ternary,"{'In': 3.0, 'P': 5.0, 'O': -2.0}"
cifs/mp-22577.cif,Pb3SO6,20,1,"['Pb', 'S', 'O']",C m c m,63,0.427613715,165.8090715,387.7543348,False,6,7,False,True,Ternary,"{'Pb': 2.0, 'S': 6.0, 'O': -2.0}"
cifs/mp-22582.cif,Tb3Mn3Ga2Si,9,1,"['Tb', 'Mn', 'Ga', 'Si']",P -6 2 m,189,0.721109169,125.8108374,174.4685032,False,9,32,False,False,Quaternary,{}
cifs/mp-22584.cif,LiMn2O4,14,1,"['Li', 'Mn', 'O']",F d -3 m,227,0.527249635,78.75449184,149.3685089,False,6,10,False,True,Spinel,"{'Li': 1.0, 'Mn': 3.5, 'O': -2.0}"
cifs/mp-22587.cif,Cd(InSe2)2,14,1,"['Cd', 'In', 'Se']",F d -3 m,227,0.372704127,144.5561972,387.8577851,False,14,10,False,True,Spinel,"{'Cd': 2.0, 'In': 3.0, 'Se': -2.0}"
cifs/mp-22590.cif,LaFeO3,20,1,"['La', 'Fe', 'O']",P n m a,62,0.718717672,181.0709286,251.9361017,True,8,14,False,True,Perovskite,"{'La': 3.0, 'Fe': 3.0, 'O': -2.0}"
cifs/mp-22592.cif,CaTi4(CuO4)3,20,1,"['Ca', 'Ti', 'Cu', 'O']",I m -3,204,0.540404633,112.1805141,207.5861444,False,8,22,False,False,Quaternary,"{'Ca': 2.0, 'Ti': 4.0, 'Cu': 2.0, 'O': -2.0}"
cifs/mp-22593.cif,CeVO3,5,1,"['Ce', 'V', 'O']",R 3 m,160,0.656313167,39.54217953,60.24895049,True,2,18,False,True,Perovskite,"{'Ce': 3.0, 'V': 3.0, 'O': -2.0}"
cifs/mp-22599.cif,NdCoO3,20,1,"['Nd', 'Co', 'O']",P n m a,62,0.682814776,158.1687181,231.6422018,True,8,14,False,True,Perovskite,"{'Nd': 3.0, 'Co': 3.0, 'O': -2.0}"
cifs/mp-226.cif,FeS2,12,1,"['Fe', 'S']",P a -3,205,0.503724214,79.48648293,157.7976216,False,4,6,True,False,Fluorite/Rutile,"{'Fe': 4.0, 'S': -2.0}"
cifs/mp-22600.cif,Sc3P2,20,1,"['Sc', 'P']",P n m a,62,0.6328195,239.3977378,378.3033517,False,20,20,True,False,Binary,"{'Sc': 1.666666666666666, 'P': -2.5}"
cifs/mp-22607.cif,Zn(InSe2)2,7,1,"['Zn', 'In', 'Se']",I -4,82,0.337175825,66.98556216,198.6665627,False,7,7,False,True,Spinel,"{'Zn': 2.0, 'In': 3.0, 'Se': -2.0}"
cifs/mp-22608.cif,CaVO3,20,1,"['Ca', 'V', 'O']",P 1,1,0.664304247,149.7974209,225.4952029,True,8,14,False,True,Perovskite,"{'Ca': 2.0, 'V': 4.0, 'O': -2.0}"
cifs/mp-22612.cif,FeCu2SnSe4,8,1,"['Fe', 'Cu', 'Sn', 'Se']",I -4 2 m,121,0.373349003,70.35858547,188.4525868,False,8,4,False,False,Quaternary,"{'Fe': 2.0, 'Cu': 2.0, 'Sn': 2.0, 'Se': -2.0}"
