mp_id,oxidation_states,entry_type
mp-1076020,"{'Sr': 2.0, 'Ca': 2.0, 'Mn': 4.0, 'O': -2.0}",GGA+U
mp-1076048,"{'Na': 1.0, 'V': 4.0, 'O': -2.0}",GGA+U
mp-1076053,"{'La': 3.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-1076070,"{'La': 3.0, 'Cu': 3.0, 'O': -2.0}",GGA
mp-1076088,"{'Mg': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-10761,"{'Fe': 2.0, 'Te': -2.0}",GGA
mp-1076121,"{'La': 3.0, 'Ni': 2.0, 'O': -2.0}",GGA+U
mp-1076123,"{'Eu': 3.0, 'Co': 2.0, 'O': -2.0}",GGA+U
mp-1076261,"{'Na': 1.0, 'W': 4.0, 'O': -2.0}",GGA+U
mp-1076319,"{'Ca': 2.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-1076391,"{'K': 1.0, 'W': 4.0, 'O': -2.0}",GGA+U
mp-1076393,"{'Sm': 3.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-10764,"{'Hg': 2.0, 'S': -2.0}",GGA
mp-1076424,"{'Sr': 2.0, 'Ca': 2.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-1076508,"{'La': 3.0, 'Cr': 2.0, 'O': -2.0}",GGA+U
mp-1076527,"{'Mg': 2.0, 'Cu': 2.0, 'O': -1.6}",GGA
mp-1076534,"{'Rb': 1.0, 'Ta': 5.0, 'O': -2.0}",GGA
mp-1076638,"{'Rb': 1.0, 'V': 5.0, 'O': -2.0}",GGA+U
mp-1076652,"{'Mg': 2.0, 'Ti': 3.0, 'O': -2.0}",GGA
mp-1076711,"{'Sr': 2.0, 'Cu': 1.0, 'O': -1.0}",GGA
mp-1076718,"{'Sr': 2.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-1076782,"{'Ba': 2.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-1076820,"{'Mg': 2.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-1076848,"{'Sm': 3.0, 'Ag': 1.0, 'O': -1.6}",GGA
mp-1076863,"{'Ba': 2.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-10769,{},GGA
mp-1076932,"{'Ba': 2.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-1076951,"{'Ce': 2.0, 'Ni': 2.0, 'Ge': -4.0}",GGA
mp-1076971,{},GGA
mp-1077015,{},GGA
mp-1077017,{},GGA
mp-1077021,"{'Ti': 4.0, 'S': -2.0}",GGA
mp-1077032,{},GGA
mp-1077075,{},GGA
mp-1077077,{},GGA
mp-1077081,"{'Na': 1.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-1077096,"{'Re': 6.0, 'N': -3.0}",GGA
mp-1077099,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': -4.0}",GGA
mp-1077107,"{'Hg': 2.0, 'O': -2.0}",GGA
mp-1077112,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': -4.0}",GGA
mp-1077125,"{'B': 3.0, 'C': -0.6000000000000001}",GGA
mp-1077164,"{'Li': 1.0, 'Ti': 3.0, 'S': -1.0, 'O': -1.0}",GGA
mp-1077175,{},GGA
mp-1077177,{},GGA
mp-1077225,{},GGA
mp-1077232,"{'W': 6.0, 'N': -3.0}",GGA
mp-1077240,"{'Na': 1.0, 'Fe': 2.0, 'As': -3.0}",GGA
mp-1077241,{},GGA
mp-1077263,"{'Ti': 4.0, 'S': -2.0}",GGA
mp-1077297,{},GGA
mp-1077301,"{'Eu': 2.0, 'C': -1.0}",GGA
mp-1077316,"{'C': 4.0, 'O': -2.0}",GGA
mp-1077353,"{'Ti': 2.0, 'H': -1.0}",GGA
mp-1077354,"{'Re': 6.0, 'N': -3.0}",GGA
mp-1077372,{},GGA
mp-1077386,"{'Li': 1.0, 'Fe': 2.0, 'P': -3.0}",GGA
mp-1077392,{},GGA
mp-1077404,"{'Yb': 2.0, 'Si': -1.0}",r2SCAN
mp-1077429,{},GGA
mp-1077462,"{'Hg': 2.0, 'N': -1.0, 'Cl': -1.0}",GGA
mp-1077463,{},GGA
mp-1077471,{},r2SCAN
mp-1077503,{},GGA
mp-1077506,"{'B': 3.0, 'N': -3.0}",GGA
mp-1077545,"{'Ca': 2.0, 'C': -1.0}",GGA
mp-1077563,{},GGA
mp-1077595,"{'C': 2.0, 'N': -1.0}",GGA
mp-1077716,"{'Pt': 4.0, 'O': -2.0}",GGA
mp-1077718,{},GGA
mp-1077736,"{'Ce': 2.0, 'Ti': 2.0, 'Ge': -4.0}",GGA
mp-1077743,"{'B': 3.0, 'C': -0.6000000000000001}",GGA
mp-1077745,{},GGA
mp-1077753,{},r2SCAN
mp-1077772,{},GGA
mp-1077779,"{'Er': 3.0, 'Se': -1.5}",GGA
mp-1077802,{},GGA
mp-1077811,"{'Cu': 1.0, 'Ag': 1.0, 'S': -2.0}",GGA
mp-1077823,"{'Te': 4.0, 'O': -2.0}",GGA
mp-1077889,"{'Ir': 4.0, 'C': -2.0}",GGA
mp-1077928,"{'Tm': 3.0, 'Mo': 3.0, 'C': -4.0}",GGA
mp-1077929,"{'La': 3.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-1077948,"{'Te': -2.0, 'Pt': 2.666666666666666}",GGA
mp-1077960,"{'Er': 3.0, 'Mo': 3.0, 'C': -4.0}",GGA
mp-1078,{},GGA
mp-1078008,{},GGA
mp-1078012,"{'Cr': 2.666666666666666, 'Te': -2.0}",GGA
mp-1078014,{},GGA
mp-1078015,"{'Al': 3.0, 'Fe': 2.0, 'S': -2.0}",GGA
mp-1078036,"{'U': 4.0, 'Mo': 2.0, 'C': -4.0}",GGA
mp-1078049,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1078058,"{'Ti': 2.0, 'Cr': 3.0, 'S': -2.0}",GGA
mp-1078069,"{'Al': 3.0, 'Zn': 2.0, 'S': -2.0}",GGA
mp-1078081,"{'K': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-1078093,{},GGA
mp-1078104,"{'Fe': 3.0, 'Co': 2.0, 'Se': -2.0}",GGA
mp-1078107,{},GGA
mp-1078113,"{'V': 2.0, 'Fe': 3.0, 'Se': -2.0}",GGA
mp-1078133,"{'U': 3.0, 'Re': 3.0, 'C': -4.0}",GGA
mp-1078183,{},GGA
mp-1078185,"{'Ba': 2.0, 'Lu': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-1078188,{},GGA
mp-1078203,{},GGA
mp-1078205,"{'K': 1.0, 'Rb': 1.0, 'In': 3.0, 'F': -1.0}",GGA
mp-1078217,"{'Na': 1.0, 'Fe': 2.0, 'F': -1.0}",GGA+U
mp-1078219,"{'C': 4.0, 'N': -3.0}",GGA
mp-1078234,{},GGA
mp-1078237,"{'Na': 1.0, 'Ni': 2.0, 'F': -1.0}",GGA+U
mp-1078242,{},GGA
mp-1078247,"{'Cr': 3.0, 'Fe': 2.0, 'S': -2.0}",GGA
mp-1078253,"{'Mn': 6.0, 'B': -1.5}",GGA
mp-1078259,"{'Ga': 3.0, 'B': 3.0, 'O': -2.0}",GGA
mp-1078278,"{'Cr': 6.0, 'B': -1.5}",GGA
mp-1078299,"{'Fe': 2.0, 'B': -3.0, 'Mo': 2.0}",GGA
mp-1078300,"{'Sc': 3.0, 'F': -1.0}",GGA
mp-1078313,{},GGA
mp-1078328,"{'La': 3.0, 'Bi': 3.0, 'S': -2.0, 'O': -2.0}",GGA
mp-1078331,"{'Sb': 3.0, 'Te': -2.0}",GGA
mp-1078338,{},GGA
mp-1078341,"{'Eu': 2.0, 'Nb': 4.0, 'O': -2.0}",GGA
mp-1078354,"{'Sr': 2.0, 'Cr': 4.0, 'Os': 4.0, 'O': -2.0}",GGA+U
mp-1078355,{},GGA
mp-1078358,{},GGA
mp-1078361,"{'Fe': 3.0, 'O': -2.0}",GGA+U
mp-1078377,"{'Li': 1.0, 'Nb': 5.0, 'O': -2.0}",GGA
mp-1078389,"{'Mo': 3.0, 'N': -3.0}",GGA
mp-1078397,"{'La': 3.0, 'Bi': 3.0, 'S': -2.0, 'O': -2.0}",GGA
mp-1078430,"{'Sc': 1.0, 'Cu': 1.0, 'Ge': -2.0}",GGA
mp-1078443,"{'As': 3.0, 'Se': -2.0}",GGA
mp-1078500,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1078505,{},GGA
mp-1078508,"{'Ho': 3.0, 'Te': -1.0}",GGA
mp-1078520,"{'Al': 3.0, 'H': 1.0, 'O': -2.0}",GGA
mp-1078526,{},GGA
mp-1078537,"{'Pr': 3.0, 'Lu': 3.0, 'S': -2.0}",GGA
mp-1078538,"{'Fe': 2.0, 'Se': -2.0}",GGA
mp-1078539,"{'Sr': 2.0, 'Mg': 2.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-1078545,{},GGA
mp-1078551,"{'Ba': 2.0, 'Nd': 3.0, 'Mo': 5.0, 'O': -2.0}",GGA+U
mp-1078556,"{'Dy': 2.0, 'Ni': 2.0, 'As': -3.0}",GGA
mp-1078557,{},GGA
mp-1078558,{},GGA
mp-1078567,"{'Sr': 2.0, 'Bi': -3.0, 'Pd': 2.0}",GGA
mp-1078568,{},GGA
mp-1078573,"{'Ge': 2.0, 'H': -0.5}",GGA
mp-1078574,{},GGA
mp-1078576,"{'Cu': 1.0, 'N': -3.0}",GGA
mp-1078580,"{'Sr': 2.0, 'Ti': 4.0, 'Mo': 4.0, 'O': -2.0}",GGA+U
mp-1078584,{},GGA
mp-1078585,{},GGA
mp-1078590,"{'Na': 1.0, 'C': 3.0, 'O': -2.0}",GGA
mp-1078600,"{'Tm': 3.0, 'Ag': 1.0, 'Te': -2.0}",GGA
mp-1078605,"{'Pt': 2.0, 'N': 0.0, 'Cl': -1.0}",GGA
mp-1078607,"{'Bi': 2.0, 'Se': -2.0}",GGA
mp-1078609,"{'Sr': 2.0, 'N': -2.0}",GGA
mp-1078612,"{'La': 3.0, 'Te': -1.0}",GGA
mp-1078615,{},GGA
mp-1078625,{},GGA
mp-1078634,"{'La': 3.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-1078644,"{'Sn': 2.0, 'O': -2.0}",GGA
mp-1078651,"{'Er': 3.0, 'Ni': 1.0, 'Ge': -2.0}",GGA
mp-1078656,{},GGA
mp-1078659,"{'Ca': 2.0, 'Rh': 4.0, 'O': -2.0}",GGA
mp-1078666,{},GGA
mp-1078667,"{'Ge': 2.0, 'H': -0.5}",GGA
mp-1078668,"{'Ni': 2.0, 'Pb': 4.0, 'O': -2.0}",GGA+U
mp-1078669,"{'Np': 5.0, 'Te': -1.666666666666666}",GGA
mp-1078671,"{'Sr': 2.0, 'Ca': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-1078686,"{'H': -1.0, 'W': 3.0}",GGA
mp-1078692,{},GGA
mp-1078696,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1078699,{},GGA
mp-1078700,{},GGA
mp-1078702,"{'Eu': 3.0, 'As': -1.0}",GGA
mp-1078708,{},GGA
mp-1078713,{},GGA
mp-1078716,"{'Sr': 2.0, 'Mo': 4.0, 'O': -2.0}",GGA+U
mp-1078718,{},GGA
mp-1078719,"{'V': 5.0, 'Co': 2.0, 'O': -2.0}",GGA+U
mp-1078721,{},GGA
mp-1078724,"{'Li': 1.0, 'As': 3.0, 'Se': -2.0}",GGA
mp-1078726,"{'Cs': 1.0, 'Ho': 3.0, 'S': -2.0}",GGA
mp-1078728,{},GGA
mp-1078742,{},GGA
mp-1078748,"{'Sr': 2.0, 'Ta': 5.0, 'In': 3.0, 'O': -2.0}",GGA
mp-1078750,"{'Na': 1.0, 'Ca': 2.0, 'H': -1.0}",GGA
mp-1078753,{},GGA
mp-1078755,{},GGA
mp-1078771,{},GGA
mp-1078784,"{'Sc': 3.0, 'Rh': 3.0, 'C': -3.0}",GGA
mp-1078789,"{'C': 4.0, 'N': -1.0, 'O': -2.0}",GGA
mp-1078792,{},GGA
mp-1078793,{},GGA
mp-1078794,{},GGA
mp-1078796,"{'Eu': 3.0, 'As': -1.0}",GGA
mp-1078816,"{'S': 3.0, 'N': -3.0}",GGA
mp-1078826,{},GGA
mp-1078828,{},GGA
mp-1078829,{},GGA
mp-1078831,"{'K': 1.0, 'As': -1.0}",GGA
mp-1078836,"{'K': 1.0, 'I': -1.0}",GGA
mp-1078838,{},GGA
mp-1078847,"{'Co': 3.0, 'Ag': 1.0, 'O': -2.0}",GGA+U
mp-1078857,{},GGA
mp-1078861,"{'Mg': 2.0, 'Br': 5.0, 'O': -2.0}",GGA
mp-1078866,{},GGA
mp-1078868,"{'Sr': 2.0, 'Mg': 2.0, 'Re': 6.0, 'O': -2.0}",GGA
mp-1078871,"{'La': 3.0, 'Ga': 3.0, 'O': -2.0}",GGA
mp-1078878,{},GGA
mp-1078884,{},GGA
mp-1078904,"{'Sb': 3.0, 'Te': -2.0}",GGA
mp-1078907,"{'Ba': 2.0, 'Gd': 3.0, 'Mo': 5.0, 'O': -2.0}",GGA+U
mp-1078912,"{'Sr': 2.0, 'Hf': 4.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-1078918,"{'Zn': 2.0, 'Cu': 2.0, 'Sn': 2.0, 'Se': -2.0}",GGA
mp-1078924,"{'Ce': 2.0, 'Ni': 2.0, 'Sb': -3.0}",GGA
mp-1078929,"{'Hg': 2.0, 'Br': -1.0, 'N': -2.0}",GGA
mp-1078932,"{'Ca': 2.0, 'B': 0.0, 'H': -1.0}",GGA
mp-1078933,"{'Na': 1.0, 'Ca': 2.0, 'H': -1.0}",GGA
mp-1078939,"{'Mn': 2.0, 'N': 1.0, 'F': -1.0}",GGA+U
mp-1078945,"{'Fe': 2.0, 'Se': -2.0}",GGA
mp-1078964,{},GGA
mp-1078990,"{'Cs': 1.0, 'Tm': 3.0, 'S': -2.0}",GGA
mp-1078991,"{'Er': 3.0, 'Te': -1.0}",GGA
mp-1079017,{},GGA
mp-1079018,"{'Ta': 3.0, 'S': -2.0, 'N': 1.0}",GGA
mp-1079023,"{'Si': 4.0, 'N': 1.0, 'F': -1.0}",GGA
mp-1079029,"{'Al': 3.0, 'S': -2.0}",GGA
mp-1079033,"{'Sm': 2.0, 'Ni': 2.0, 'As': -3.0}",GGA
mp-1079056,"{'Zr': 4.0, 'Ti': 4.0, 'Pb': 2.0, 'O': -2.0}",GGA
mp-1079063,"{'Na': 1.0, 'Li': 1.0, 'N': -3.0}",GGA
mp-1079066,{},GGA
mp-1079071,{},GGA
mp-1079072,{},GGA
mp-1079086,{},GGA
mp-1079088,"{'Na': 1.0, 'As': 5.0, 'F': -1.0}",GGA
mp-1079089,{},GGA
mp-1079101,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1079106,{},GGA
mp-1079111,"{'Eu': 2.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-1079121,"{'Sm': 3.0, 'Co': 2.0, 'C': -2.5}",GGA
mp-1079129,{},GGA
mp-1079131,{},GGA
mp-1079136,{},GGA
mp-1079139,{},GGA
mp-1079146,{},GGA
mp-1079156,"{'Ag': 1.0, 'Cl': 3.0, 'O': -2.0}",GGA
mp-1079172,"{'Pb': 2.0, 'Se': -2.0}",GGA
mp-1079174,{},GGA
mp-1079175,{},GGA
mp-1079182,{},GGA
mp-1079184,"{'Mn': 1.0, 'Ge': -4.0, 'Rh': 3.0}",GGA
mp-1079193,{},GGA
mp-1079194,{},GGA
mp-1079196,"{'Sn': 2.0, 'Pb': 2.0, 'S': -2.0}",GGA
mp-1079200,"{'Sn': 2.0, 'N': 1.0, 'F': -1.0}",GGA
mp-1079218,{},GGA
mp-1079230,"{'Sn': 2.0, 'H': -0.5}",GGA
mp-1079240,{},GGA
mp-1079249,"{'Tb': 3.0, 'H': -1.0}",GGA
mp-1079254,"{'Co': 1.5, 'As': -3.0}",GGA
mp-1079255,{},GGA
mp-1079262,"{'Pt': 2.0, 'N': 0.0, 'Cl': -1.0}",GGA
mp-1079265,"{'Ni': 2.0, 'P': -3.0, 'Rh': 1.0}",GGA
mp-1079267,{},GGA
mp-1079276,"{'Li': 1.0, 'As': 3.0, 'Se': -2.0}",GGA
mp-1079295,{},GGA
mp-1079298,{},GGA
mp-1079300,"{'Ba': 2.0, 'Zr': 4.0, 'Se': -2.0}",GGA
mp-1079305,{},GGA
mp-1079316,{},GGA
mp-1079321,"{'Er': 3.0, 'Ag': 1.0, 'S': -2.0}",GGA
mp-1079322,"{'Hg': 2.0, 'Br': -1.0, 'N': -2.0}",GGA
mp-1079323,{},GGA
mp-1079325,"{'Sr': 2.0, 'As': -3.0, 'Pt': 2.0}",GGA
mp-1079331,"{'Pt': 2.0, 'N': 0.0, 'Cl': -1.0}",GGA
mp-1079333,"{'B': 2.5, 'C': -2.0, 'N': -3.0}",GGA
mp-1079334,"{'Sr': 2.0, 'Tc': 4.0, 'O': -2.0}",GGA
mp-1079337,{},GGA
mp-1079352,"{'Sr': 2.0, 'Ru': 4.0, 'O': -2.0}",GGA
mp-1079361,{},GGA
mp-1079366,"{'Ta': 5.0, 'N': 1.0, 'F': -1.0}",GGA
mp-1079367,{},GGA
mp-1079416,"{'Zr': 4.0, 'Ti': 4.0, 'Pb': 2.0, 'O': -2.0}",GGA
mp-1079418,"{'Li': 1.0, 'H': 1.0, 'N': -3.0}",GGA
mp-1079427,"{'Na': 1.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-1079429,"{'Ho': 3.0, 'Ag': 1.0, 'Se': -2.0}",GGA
mp-1079443,"{'Mn': 2.0, 'Te': -2.0}",GGA
mp-1079447,{},GGA+U
mp-1079449,"{'Nd': 2.0, 'Si': -4.0, 'Ir': 3.0}",GGA
mp-1079457,"{'Cu': 2.0, 'Br': 5.0, 'N': -2.0}",GGA
mp-1079460,{},GGA
mp-1079462,{},GGA
mp-1079474,{},GGA
mp-1079489,{},GGA
mp-1079494,"{'Re': 4.0, 'C': -4.0}",GGA
mp-1079510,{},GGA
mp-1079517,"{'La': 3.0, 'Mn': 4.0, 'Ni': 2.0, 'O': -2.0}",GGA+U
mp-1079518,{},GGA
mp-1079534,"{'Eu': 3.0, 'P': -1.0}",GGA
mp-1079541,"{'Zn': 2.0, 'Cu': 1.0, 'Sn': 4.0, 'S': -2.0}",GGA
mp-1079543,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1079551,"{'Ba': 2.0, 'Gd': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-1079563,"{'Ni': 4.0, 'Cl': -1.0, 'O': -1.0}",GGA+U
mp-1079574,"{'Te': -2.0, 'Pb': 2.0}",GGA
mp-1079578,"{'Tb': 4.0, 'B': 1.0, 'C': -3.0}",GGA
mp-1079582,{},GGA
mp-1079585,"{'Nb': 1.0, 'N': -2.0}",GGA
mp-1079587,{},r2SCAN
mp-1079588,{},GGA
mp-1079609,"{'Bi': 3.0, 'B': 3.0, 'O': -2.0}",GGA
mp-1079612,"{'H': 1.0, 'C': -1.0}",GGA
mp-1079643,"{'Ta': 2.0, 'Mn': 2.0, 'Ge': -4.0}",GGA
mp-1079648,{},GGA
mp-1079657,"{'Ge': 4.0, 'N': 1.0, 'F': -1.0}",GGA
mp-1079661,"{'B': 3.0, 'C': -0.42857142857142805}",GGA
mp-1079664,{},GGA
mp-1079670,"{'Tm': 3.0, 'Sb': 5.0, 'Pb': 2.0, 'O': -2.0}",GGA
mp-1079680,"{'Ca': 2.0, 'Fe': 2.0, 'O': -2.0}",GGA+U
mp-1079684,{},GGA
mp-1079694,"{'Cs': 1.0, 'I': -1.0}",GGA
mp-1079707,"{'Ca': 2.0, 'O': -2.0}",GGA
mp-1079714,"{'Si': 4.0, 'Hg': 2.0, 'P': -3.0}",GGA
mp-1079720,"{'Ag': 1.0, 'O': -1.0}",GGA
mp-1079721,"{'Sr': 2.0, 'Mn': 2.0, 'Sb': -2.0}",GGA
mp-1079749,"{'Tm': 2.0, 'B': 1.0, 'C': -2.0}",GGA
mp-1079752,"{'Sn': 2.0, 'P': 4.0, 'S': -2.0}",GGA
mp-1079758,"{'Tb': 3.0, 'H': 1.0, 'O': -2.0}",GGA
mp-1079760,{},GGA
mp-1079773,{},GGA
mp-1079776,{},GGA
mp-1079778,"{'Sr': 2.0, 'Zn': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-1079783,{},GGA
mp-1079784,"{'Sr': 2.0, 'Ru': 5.0, 'O': -2.0}",GGA
mp-1079786,"{'Bi': 3.0, 'I': -1.0}",GGA
mp-1079790,{},GGA
mp-1079795,"{'Ga': 3.0, 'Fe': 2.0, 'S': -2.0}",GGA
mp-1079798,"{'Sn': 2.0, 'C': 0.0, 'Cl': -1.0}",GGA
mp-10798,"{'Hg': 2.0, 'Se': 4.0, 'O': -2.0}",GGA
mp-1079803,{},GGA
mp-1079818,"{'Cr': 2.0, 'Te': -2.0}",GGA
mp-1079822,{},GGA
mp-1079839,"{'Ba': 2.0, 'Gd': 3.0, 'Mo': 5.0, 'O': -2.0}",GGA+U
mp-1079840,{},GGA
mp-1079845,"{'Mn': 2.0, 'Ni': 1.0, 'As': -3.0}",GGA
mp-1079859,"{'Ca': 2.0, 'Fe': 2.0, 'As': -3.0, 'F': -1.0}",GGA+U
mp-1079863,{},GGA
mp-1079881,"{'Ce': 3.0, 'Sb': -3.0, 'Pd': 3.0}",GGA
mp-1079885,"{'Li': 1.0, 'Sb': 3.0, 'S': -2.0}",GGA
mp-1079890,{},GGA
mp-1079897,{},GGA
mp-1079902,"{'Sn': 2.0, 'H': -0.5}",GGA
mp-1079915,{},GGA
mp-1079918,"{'Ca': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-1079919,{},GGA
mp-1079923,"{'H': -1.0, 'W': 3.0}",GGA
mp-1079938,{},GGA
mp-1079947,{},GGA
mp-1079954,{},GGA
mp-1079967,"{'Ba': 2.0, 'Sb': -3.0, 'Pd': 2.0}",GGA
mp-1079969,{},GGA
mp-1079971,"{'Sr': 2.0, 'Zn': 2.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-1079975,"{'U': 3.0, 'Co': 2.5, 'Ge': -4.0}",GGA
mp-1080016,{},GGA
mp-1080022,{},GGA
mp-1080031,{},GGA+U
mp-1080037,{},GGA
mp-1080042,"{'Ir': 4.0, 'C': -1.0}",GGA
mp-1080052,"{'Li': 1.0, 'I': 5.0, 'O': -2.0}",GGA
mp-1080058,"{'K': 1.0, 'I': 5.0, 'O': -2.0}",GGA
mp-1080060,"{'La': 3.0, 'Al': 3.0, 'O': -2.0}",GGA
mp-1080061,{},GGA
mp-1080062,"{'Ba': 2.0, 'Gd': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-1080068,"{'Cu': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-1080070,{},GGA
mp-1080073,"{'Mn': 2.0, 'Te': -2.0}",GGA
mp-1080080,"{'La': 3.0, 'Al': 3.0, 'O': -2.0}",GGA
mp-1080094,{},GGA
mp-1080118,{},GGA
mp-1080119,{},GGA
mp-1080121,{},GGA
mp-1080122,"{'Bi': 3.0, 'O': -2.0}",GGA
mp-1080123,"{'Ba': 2.0, 'La': 3.0, 'Ir': 5.0, 'O': -2.0}",GGA
mp-1080130,{},GGA
mp-1080140,"{'Sn': 2.0, 'P': 4.0, 'S': -2.0}",GGA
mp-1080144,{},GGA
mp-1080147,{},GGA
mp-1080150,"{'Mo': 3.333333333333333, 'W': 6.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080151,"{'Mo': 3.0, 'W': 4.333333333333333, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080152,"{'Mo': 3.0, 'W': 4.333333333333333, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080154,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080155,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080156,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'S': -2.0}",GGA
mp-1080162,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080164,"{'Te': 1.0, 'Mo': 2.5, 'W': 2.5, 'S': -2.0}",GGA
mp-1080165,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'S': -2.0}",GGA
mp-1080166,"{'Te': 1.0, 'Mo': 2.5, 'W': 2.5, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080167,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080169,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080170,"{'Mo': 4.0, 'W': 4.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080171,"{'Te': 1.0, 'Mo': 3.0, 'W': 2.333333333333333, 'Se': -2.0}",GGA
mp-1080175,"{'Te': -2.0, 'Mo': 4.666666666666667, 'W': 2.0, 'Se': -2.0}",GGA
mp-1080188,"{'Te': 1.0, 'Mo': 2.5, 'W': 2.5, 'Se': -2.0}",GGA
mp-1080189,"{'Te': -2.0, 'Mo': 6.0, 'W': 2.0, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080193,"{'Mo': 2.0, 'N': -1.0}",GGA
mp-1080200,"{'Cr': 6.0, 'N': -3.0}",GGA
mp-1080203,"{'Cu': 1.0, 'N': -1.0}",GGA
mp-1080205,"{'K': 1.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-1080226,{},GGA
mp-1080231,{},GGA
mp-1080233,"{'Cs': 1.0, 'Sr': 2.0, 'Cl': -1.0}",GGA
mp-1080237,"{'Te': -2.0, 'Mo': 6.0, 'W': 3.333333333333333, 'Se': -2.0, 'S': -2.0}",GGA
mp-1080243,"{'Mg': 2.0, 'Mn': 2.0, 'O': -2.0}",GGA+U
mp-1080248,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080250,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080251,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080254,"{'Cs': 1.0, 'Se': -2.0}",GGA
mp-1080255,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080256,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080258,"{'Cs': 1.0, 'Se': -2.0}",GGA
mp-1080260,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080261,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080262,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080263,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080264,"{'Ce': 3.5, 'Se': -1.75}",GGA
mp-1080265,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080266,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080268,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080269,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080270,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080271,"{'Cs': 1.0, 'Se': -2.0}",GGA
mp-1080272,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080273,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080274,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080275,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080276,"{'Cs': 1.0, 'Se': -2.0}",GGA
mp-1080280,"{'Ce': 4.0, 'Se': -2.0}",GGA
