mp_id,oxidation_states,entry_type
mp-756986,"{'Li': 1.0, 'Si': 4.0, 'Ni': 3.0, 'O': -2.0}",GGA+U
mp-756993,"{'Li': 1.0, 'Co': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-756996,"{'Li': 1.0, 'V': 3.0, 'F': -1.0}",GGA+U
mp-757009,"{'Li': 1.0, 'Cr': 4.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-757024,"{'Fe': 3.666666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757044,"{'Mn': 4.0, 'Ni': 4.0, 'O': -2.0}",GGA+U
mp-757059,"{'Mn': 4.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757063,"{'Li': 1.0, 'Ni': 2.5, 'O': -2.0}",GGA+U
mp-757069,"{'Li': 1.0, 'V': 4.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-757070,"{'Ba': 2.0, 'Ca': 2.0, 'I': -1.0}",GGA
mp-757074,"{'Ba': 2.0, 'Ca': 2.0, 'I': -1.0}",GGA
mp-757075,"{'Li': 1.0, 'Ti': 4.0, 'V': 2.0, 'O': -2.0}",GGA+U
mp-757078,"{'V': 5.0, 'Fe': 2.0, 'O': -2.0}",GGA+U
mp-757083,"{'Co': 3.0, 'B': 3.0, 'O': -2.0}",GGA+U
mp-757085,"{'Li': 1.0, 'Cr': 3.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-757094,"{'La': 3.0, 'Hf': 4.0, 'O': -2.0}",GGA
mp-757098,"{'Li': 1.0, 'Fe': 2.0, 'S': -2.0}",GGA
mp-757100,"{'Li': 1.0, 'Co': 3.0, 'S': -2.0}",GGA
mp-757111,"{'Sb': 5.0, 'O': -2.0, 'F': -1.0}",GGA
mp-757118,"{'Li': 1.0, 'Mn': 2.5, 'F': -1.0}",GGA+U
mp-757119,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-757124,"{'Li': 1.0, 'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757128,"{'V': 5.0, 'F': -1.0}",GGA+U
mp-757129,"{'Li': 1.0, 'Fe': 2.0, 'C': 4.0, 'O': -2.0}",GGA+U
mp-757136,"{'Li': 1.0, 'Co': 3.333333333333333, 'Sn': 4.0, 'O': -2.0}",GGA+U
mp-757147,"{'Na': 1.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-757150,"{'Li': 1.0, 'Bi': 3.0, 'S': -2.0}",GGA
mp-757162,"{'Bi': 3.0, 'O': -2.0, 'F': -1.0}",GGA
mp-757164,"{'Li': 1.0, 'Mn': 3.0, 'Co': 3.5, 'O': -2.0}",GGA+U
mp-757175,"{'Li': 1.0, 'Mn': 4.0, 'V': 3.0, 'O': -2.0}",GGA+U
mp-757177,"{'Li': 1.0, 'Cu': 2.0, 'S': -2.0}",GGA
mp-757192,"{'Sn': 4.0, 'P': 5.0, 'O': -2.0}",GGA
mp-757196,"{'Hg': 1.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-757211,"{'Li': 1.0, 'Mn': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757216,"{'Li': 1.0, 'Mn': 4.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-757233,"{'Gd': 3.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-757234,"{'V': 4.0, 'F': -1.0}",GGA+U
mp-757235,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-757242,"{'Li': 1.0, 'Au': 3.0, 'O': -2.0}",GGA
mp-757335,"{'Li': 1.0, 'Cr': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757369,"{'Li': 1.0, 'Co': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757415,"{'Na': 1.0, 'Fe': 2.0, 'O': -2.0}",GGA+U
mp-757453,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757487,"{'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757499,"{'Li': 1.0, 'Fe': 3.333333333333333, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-757583,"{'Li': 1.0, 'Ti': 4.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-757600,"{'Li': 1.0, 'Mn': 3.0, 'F': -1.0}",GGA+U
mp-757614,"{'Li': 1.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-757620,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-7577,"{'Co': 4.0, 'Si': -4.0}",GGA
mp-757719,"{'Li': 1.0, 'Mn': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757732,"{'Li': 1.0, 'Fe': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757742,"{'Li': 1.0, 'Fe': 2.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-757787,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757807,"{'Li': 1.0, 'Co': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757814,"{'Fe': 2.25, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757857,"{'V': 3.666666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-757915,"{'Li': 1.0, 'Ag': 2.0, 'F': -1.0}",GGA
mp-757919,"{'Li': 1.0, 'V': 3.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-757953,"{'Th': 4.0, 'Nb': 5.0, 'O': -2.0}",GGA
mp-757975,"{'Li': 1.0, 'Mn': 3.5, 'O': -2.0}",GGA+U
mp-757987,"{'Li': 1.0, 'Mn': 3.666666666666666, 'Ni': 2.0, 'O': -2.0}",GGA+U
mp-757998,"{'Li': 1.0, 'Ni': 2.666666666666666, 'Te': 6.0, 'O': -2.0}",GGA+U
mp-758052,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-758053,"{'Nb': 5.0, 'Cr': 3.0, 'O': -2.0}",GGA+U
mp-758054,"{'Li': 1.0, 'Ag': 3.0, 'F': -1.0}",GGA
mp-758065,"{'Li': 1.0, 'V': 3.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-758070,"{'Li': 1.0, 'Cu': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-758091,"{'Li': 1.0, 'V': 3.0, 'F': -1.0}",GGA+U
mp-758095,"{'Li': 1.0, 'Ni': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758096,"{'Sb': 5.0, 'O': -2.0, 'F': -1.0}",GGA
mp-7581,"{'Mo': 4.0, 'Se': -2.0}",GGA
mp-758123,"{'Co': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA+U
mp-758163,"{'Li': 1.0, 'Mn': 3.0, 'Co': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758179,"{'Li': 1.0, 'Cu': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-758189,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-758192,"{'Li': 1.0, 'Cu': 2.0, 'P': 5.0, 'O': -2.0}",GGA
mp-7582,"{'Ge': 4.0, 'S': -2.0}",GGA
mp-758249,"{'Li': 1.0, 'Fe': 3.666666666666666, 'O': -2.0}",GGA+U
mp-758252,"{'Li': 1.0, 'V': 2.0, 'F': -1.0}",GGA+U
mp-758265,"{'Li': 1.0, 'Cu': 2.5, 'F': -1.0}",GGA
mp-7583,"{'Si': 4.0, 'S': -2.0}",GGA
mp-758302,"{'Li': 1.0, 'Ag': 1.0, 'F': -1.0}",GGA
mp-758320,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-758371,"{'Yb': 3.0, 'Al': 3.0, 'O': -2.0}",r2SCAN
mp-758384,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758389,"{'Li': 1.0, 'Nb': 5.0, 'Te': 6.0, 'O': -2.0}",GGA
mp-758397,"{'Fe': 2.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758428,"{'Ti': 4.0, 'Nb': 4.0, 'O': -2.0}",GGA
mp-758438,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758442,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758444,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758463,"{'Li': 1.0, 'Ni': 3.0, 'Sn': 4.0, 'O': -2.0}",GGA+U
mp-758464,"{'Li': 1.0, 'Mn': 4.0, 'F': -1.0}",GGA+U
mp-758469,"{'Li': 1.0, 'Fe': 3.25, 'O': -2.0}",GGA+U
mp-758486,"{'Li': 1.0, 'Cu': 2.0, 'P': 5.0, 'O': -2.0}",GGA
mp-758500,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758515,"{'Li': 1.0, 'Fe': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758518,"{'V': 4.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758539,"{'Li': 1.0, 'Co': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758560,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758585,"{'Fe': 3.75, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758600,"{'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758601,"{'Mn': 3.0, 'F': -1.0}",GGA+U
mp-758604,"{'Li': 1.0, 'Ag': 1.0, 'F': -1.0}",GGA
mp-758652,"{'Zn': 2.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-758661,"{'Li': 1.0, 'Fe': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758665,"{'Li': 1.0, 'Cr': 6.0, 'O': -2.0}",GGA+U
mp-758679,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758689,"{'Li': 1.0, 'Cu': 1.0, 'F': -1.0}",GGA
mp-758692,"{'Co': 2.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758696,"{'Li': 1.0, 'Cu': 2.5, 'F': -1.0}",GGA
mp-758711,"{'V': 3.833333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758714,"{'Li': 1.0, 'Mn': 4.0, 'Ni': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758715,"{'Li': 1.0, 'Cu': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-758725,"{'Li': 1.0, 'Co': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758729,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758735,{},GGA+U
mp-758805,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758831,"{'Li': 1.0, 'Ni': 3.333333333333333, 'O': -2.0}",GGA+U
mp-758836,"{'Li': 1.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-758854,"{'Li': 1.0, 'Fe': 3.666666666666666, 'Ni': 3.0, 'O': -2.0}",GGA+U
mp-758857,"{'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758858,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758859,"{'Co': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758867,"{'Co': 3.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758871,{},GGA+U
mp-758875,"{'Cr': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758876,"{'Li': 1.0, 'Mn': 2.0, 'F': -1.0}",GGA+U
mp-758890,"{'Li': 1.0, 'Ag': 1.5, 'F': -1.0}",GGA
mp-758893,"{'Mn': 3.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758901,"{'Li': 1.0, 'V': 3.0, 'O': -2.0}",GGA+U
mp-758946,{},GGA+U
mp-758950,"{'V': 4.25, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758963,"{'Li': 1.0, 'Cr': 3.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-758967,"{'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-758978,"{'Li': 1.0, 'Ni': 3.25, 'O': -2.0}",GGA+U
mp-7590,"{'Ge': 3.0, 'P': -3.0}",GGA
mp-759025,{},GGA+U
mp-759035,"{'Li': 1.0, 'V': 4.0, 'F': -1.0}",GGA+U
mp-759045,"{'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759062,"{'Li': 1.0, 'Co': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-759066,"{'Li': 1.0, 'Ag': 2.0, 'F': -1.0}",GGA
mp-759067,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759068,"{'Li': 1.0, 'Sn': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-759097,"{'V': 3.0, 'F': -1.0}",GGA+U
mp-759105,"{'Ni': 2.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759110,"{'Mn': 3.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759115,"{'Li': 1.0, 'Mn': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759116,"{'Yb': 3.0, 'Al': 3.0, 'O': -2.0}",r2SCAN
mp-759119,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759157,"{'V': 3.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759173,"{'Li': 1.0, 'V': 5.0, 'O': -2.0}",GGA+U
mp-759179,"{'Li': 1.0, 'Ni': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759180,"{'Li': 1.0, 'Fe': 3.333333333333333, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-759192,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759195,"{'Na': 1.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-759198,"{'Li': 1.0, 'Ag': 1.0, 'F': -1.0}",GGA
mp-759199,"{'Li': 1.0, 'Cr': 3.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-759200,"{'V': 3.75, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759207,"{'Li': 1.0, 'Sb': 5.0, 'Te': 6.0, 'O': -2.0}",GGA
mp-759224,"{'Li': 1.0, 'Cu': 3.0, 'F': -1.0}",GGA
mp-759231,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759235,"{'Li': 1.0, 'Cu': 3.0, 'F': -1.0}",GGA
mp-759243,"{'Li': 1.0, 'V': 3.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759246,"{'Li': 1.0, 'Co': 3.25, 'O': -2.0}",GGA+U
mp-759250,"{'Mn': 3.833333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759253,"{'Co': 2.833333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759259,"{'Fe': 3.25, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759276,"{'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759283,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759287,"{'Li': 1.0, 'Cu': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-759294,"{'Li': 1.0, 'Fe': 2.666666666666666, 'Te': 4.0, 'O': -2.0}",GGA+U
mp-759316,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759327,"{'Li': 1.0, 'Co': 3.0, 'Si': 4.0, 'O': -2.0}",GGA+U
mp-759332,"{'V': 3.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759338,"{'Mn': 3.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759343,"{'Mn': 4.0, 'F': -1.0}",GGA+U
mp-759363,"{'Ni': 2.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759375,"{'Li': 1.0, 'Mn': 2.5, 'B': 3.0, 'O': -2.0}",GGA+U
mp-759380,"{'Li': 1.0, 'V': 3.0, 'Cr': 3.0, 'O': -2.0}",GGA+U
mp-759394,"{'Li': 1.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-759410,"{'V': 4.25, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759411,"{'Li': 1.0, 'Ti': 3.0, 'V': 3.0, 'O': -2.0}",GGA+U
mp-759440,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759454,"{'Li': 1.0, 'V': 2.5, 'F': -1.0}",GGA+U
mp-759458,"{'Li': 1.0, 'V': 2.0, 'F': -1.0}",GGA+U
mp-759459,"{'Li': 1.0, 'V': 3.0, 'F': -1.0}",GGA+U
mp-759469,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759476,"{'Li': 1.0, 'Mn': 3.0, 'F': -1.0}",GGA+U
mp-759482,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759509,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759516,"{'Na': 1.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-759522,"{'V': 3.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759530,"{'V': 4.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759533,"{'Na': 1.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-759542,"{'V': 3.75, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759555,"{'V': 4.75, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759558,"{'Mn': 2.666666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759562,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759573,"{'Mn': 2.833333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759574,"{'Li': 1.0, 'V': 3.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759581,"{'Co': 2.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759590,"{'Fe': 3.75, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759592,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-7596,"{'Nb': 5.0, 'N': -3.0, 'O': -2.0}",GGA
mp-759601,"{'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759605,"{'Li': 1.0, 'Fe': 2.0, 'C': 4.0, 'O': -2.0}",GGA+U
mp-759609,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759640,"{'Li': 1.0, 'Cu': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-759642,"{'V': 4.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759649,"{'Li': 1.0, 'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759670,"{'Ni': 2.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-7597,"{'Nb': 4.0, 'Se': -2.0}",GGA
mp-759705,"{'V': 4.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759721,"{'V': 3.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759724,"{'Li': 1.0, 'Mn': 4.0, 'F': -1.0}",GGA+U
mp-759725,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759738,"{'Li': 1.0, 'Fe': 3.0, 'Si': 4.0, 'O': -2.0}",GGA+U
mp-759746,"{'Mn': 3.166666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759764,"{'W': 6.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759777,"{'Mn': 4.0, 'Co': 4.0, 'O': -2.0}",GGA+U
mp-759794,"{'Na': 1.0, 'Mn': 7.0, 'O': -2.0}",GGA+U
mp-759804,"{'Ca': 2.0, 'Mn': 2.0, 'O': -2.0}",GGA+U
mp-759807,"{'V': 4.25, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759808,"{'Ni': 2.0, 'O': -1.0, 'F': -1.0}",GGA+U
mp-759825,"{'Bi': 3.0, 'O': -2.0, 'F': -1.0}",GGA
mp-759839,"{'Li': 1.0, 'V': 4.0, 'F': -1.0}",GGA+U
mp-759856,"{'W': 6.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759863,"{'Na': 1.0, 'V': 4.0, 'O': -2.0}",GGA+U
mp-759867,"{'V': 4.0, 'F': -1.0}",GGA+U
mp-759876,"{'Na': 1.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-759877,"{'Li': 1.0, 'Cu': 3.0, 'F': -1.0}",GGA
mp-759883,"{'Bi': 3.0, 'O': -2.0, 'F': -1.0}",GGA
mp-759886,"{'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759907,"{'Li': 1.0, 'Fe': 4.0, 'Cu': 2.0, 'O': -2.0}",GGA+U
mp-759914,"{'Fe': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759919,"{'Li': 1.0, 'Cr': 3.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-759921,"{'Co': 3.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759964,"{'Li': 1.0, 'Mn': 4.0, 'V': 3.0, 'O': -2.0}",GGA+U
mp-759968,{},GGA
mp-759972,"{'V': 4.0, 'F': -1.0}",GGA+U
mp-759973,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759983,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759986,"{'V': 3.666666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-759993,"{'Mn': 3.5, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760007,"{'Hf': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-760017,"{'Li': 1.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-760040,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760047,"{'Co': 2.833333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760052,"{'Hf': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-760084,"{'Cu': 1.75, 'O': -2.0}",GGA
mp-760112,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760153,"{'Li': 1.0, 'Mn': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760177,"{'Co': 2.333333333333333, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760178,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760247,"{'Na': 1.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-760248,"{'Li': 1.0, 'Fe': 2.5, 'B': 3.0, 'O': -2.0}",GGA+U
mp-760251,"{'Na': 1.0, 'Cu': 2.0, 'P': 5.0, 'O': -2.0}",GGA
mp-760272,"{'Li': 1.0, 'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760282,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760293,"{'Li': 1.0, 'Mn': 2.0, 'F': -1.0}",GGA+U
mp-760313,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760321,"{'V': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760325,"{'Li': 1.0, 'Mn': 2.5, 'F': -1.0}",GGA+U
mp-760326,"{'Li': 1.0, 'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760334,"{'V': 3.666666666666666, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760335,{},GGA+U
mp-760339,"{'Li': 1.0, 'V': 2.0, 'F': -1.0}",GGA+U
mp-760343,"{'Fe': 3.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-760347,"{'Li': 1.0, 'Ti': 3.0, 'V': 3.0, 'O': -2.0}",GGA+U
mp-760357,"{'Li': 1.0, 'V': 3.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-760360,"{'Hf': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-760365,"{'Li': 1.0, 'V': 4.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760366,"{'Li': 1.0, 'Co': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760367,"{'V': 5.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760369,"{'Mn': 3.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760375,"{'Li': 1.0, 'V': 5.0, 'S': -2.0}",GGA
mp-760376,{},GGA
mp-760381,"{'Cu': 2.0, 'S': -2.0}",GGA
mp-760395,"{'Cr': 2.0, 'O': -2.0, 'F': -1.0}",GGA+U
mp-760396,"{'Ta': 5.0, 'Al': 3.0, 'O': -2.0}",GGA
mp-760397,"{'Li': 1.0, 'Co': 3.0, 'Cu': 2.0, 'O': -1.5}",GGA+U
mp-760403,"{'Ca': 2.0, 'Cd': 2.0, 'O': -2.0}",GGA
mp-760408,{},GGA
mp-760411,"{'Bi': 3.0, 'C': 4.0, 'O': -2.0}",GGA
mp-760415,"{'Li': 1.0, 'Sb': 5.0, 'S': -2.0}",GGA
mp-760418,"{'Ba': 2.0, 'Sr': 2.0, 'I': -1.0}",GGA
mp-760432,"{'Cu': 2.0, 'O': -1.333333333333333}",GGA
mp-760461,"{'Lu': 3.0, 'B': 3.0, 'O': -2.0}",GGA
mp-760470,"{'Ce': 4.0, 'U': 4.0, 'O': -2.0}",GGA
mp-760501,"{'Ti': 4.0, 'Ga': 3.0, 'O': -2.0}",GGA
mp-760506,"{'P': 5.0, 'N': -3.0, 'O': -2.0}",GGA
mp-760509,"{'Li': 1.0, 'Cu': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-760512,"{'Li': 1.0, 'Cu': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-760536,"{'Cu': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-760546,"{'Li': 1.0, 'Cu': 1.5, 'C': 4.0, 'O': -2.0}",GGA
mp-760580,"{'Li': 1.0, 'Ag': 1.0, 'F': -1.0}",GGA
mp-760582,"{'Li': 1.0, 'Ag': 1.0, 'F': -1.0}",GGA
mp-760594,"{'Li': 1.0, 'Ti': 3.5, 'O': -2.0}",GGA
mp-760595,"{'Cu': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-760664,"{'Li': 1.0, 'Cu': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-760676,"{'Li': 1.0, 'Cu': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-760679,"{'Cu': 2.0, 'O': -1.0, 'F': -1.0}",GGA
mp-760684,"{'Li': 1.0, 'Te': 6.0, 'H': 1.0, 'O': -2.0}",GGA
mp-760698,"{'Yb': 3.0, 'Ti': 4.0, 'O': -2.0}",r2SCAN
mp-760758,"{'Bi': 3.0, 'O': -2.0, 'F': -1.0}",GGA
mp-760762,"{'Nb': 5.0, 'O': -2.0, 'F': -1.0}",GGA
mp-760778,"{'Li': 1.0, 'Ag': 3.0, 'F': -1.0}",GGA
mp-760804,"{'Li': 1.0, 'Ag': 2.0, 'F': -1.0}",GGA
mp-760814,"{'Li': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-760869,"{'Li': 1.0, 'Co': 3.0, 'Ni': 3.0, 'O': -2.0}",GGA+U
